acceleration_x,acceleration_y,pressure,data_format,temperature,humidity,battery,acceleration,acceleration_z,time,device_mac
12,-18,1007.23,3,22.83,36.5,3151,1038.2254090514257,1038,2019-09-27T19:25:07.303482,E4:49:12:58:E8:AF
11,-17,1007.2,3,22.83,36.5,3139,1033.1984320545594,1033,2019-09-27T19:30:06.771452,E4:49:12:58:E8:AF
9,-21,1007.2,3,22.83,36.5,3145,1034.2523869926529,1034,2019-09-27T19:35:07.212474,E4:49:12:58:E8:AF
10,-18,1007.15,3,22.82,36.5,3133,1032.2054059149273,1032,2019-09-27T19:40:06.643690,E4:49:12:58:E8:AF
10,-17,1007.13,3,22.82,36.5,3139,1036.1877243048193,1036,2019-09-27T19:45:08.154840,E4:49:12:58:E8:AF
10,-24,1007.11,3,22.83,36.5,3133,1040.3249492346129,1040,2019-09-27T19:50:06.615023,E4:49:12:58:E8:AF
10,-20,1007.09,3,22.83,36.5,3139,1037.241052022142,1037,2019-09-27T19:55:06.982292,E4:49:12:58:E8:AF
9,-17,1007.08,3,22.83,37.0,3139,1038.178212061879,1038,2019-09-27T20:00:06.495631,E4:49:12:58:E8:AF
11,-15,1007.07,3,22.83,37.0,3133,1042.1660136465782,1042,2019-09-27T20:05:06.890550,E4:49:12:58:E8:AF
7,-21,1007.06,3,22.83,37.0,3133,1038.2360039990908,1038,2019-09-27T20:10:06.367044,E4:49:12:58:E8:AF
10,-20,1007.02,3,22.83,37.0,3133,1042.2398956094514,1042,2019-09-27T20:15:07.902730,E4:49:12:58:E8:AF
11,-19,1006.99,3,22.83,37.0,3145,1034.2330491721873,1034,2019-09-27T20:20:06.413074,E4:49:12:58:E8:AF
9,-18,1006.93,3,22.82,37.0,3139,1039.1948806648347,1039,2019-09-27T20:25:07.826316,E4:49:12:58:E8:AF
9,-19,1006.82,3,22.82,37.0,3139,1040.2124782946992,1040,2019-09-27T20:30:06.269040,E4:49:12:58:E8:AF
14,-19,1006.89,3,22.83,37.0,3133,1044.2667283792969,1044,2019-09-27T20:35:09.672525,E4:49:12:58:E8:AF
13,-19,1006.61,3,22.84,37.0,3133,1039.2550216380962,1039,2019-09-27T20:40:07.119535,E4:49:12:58:E8:AF
9,-19,1006.6,3,22.85,37.5,3139,1037.2130928599001,1037,2019-09-27T20:45:06.588341,E4:49:12:58:E8:AF
13,-19,1006.6,3,22.85,37.5,3139,1037.2555133620644,1037,2019-09-27T20:50:06.950255,E4:49:12:58:E8:AF
10,-19,1006.58,3,22.84,37.5,3133,1037.222251978813,1037,2019-09-27T20:55:07.385198,E4:49:12:58:E8:AF
7,-19,1006.77,3,22.84,37.5,3139,1035.1980486844052,1035,2019-09-27T21:00:07.876278,E4:49:12:58:E8:AF
10,-18,1006.7,3,22.84,37.5,3139,1035.2048106534282,1035,2019-09-27T21:05:07.220815,E4:49:12:58:E8:AF
14,-22,1006.72,3,22.84,37.0,3145,1041.3265578097967,1041,2019-09-27T21:10:08.867355,E4:49:12:58:E8:AF
11,-13,1006.68,3,22.84,37.5,3139,1037.139816996725,1037,2019-09-27T21:15:06.294922,E4:49:12:58:E8:AF
12,-17,1006.63,3,22.83,37.5,3139,1037.2087543016594,1037,2019-09-27T21:20:08.732828,E4:49:12:58:E8:AF
9,-20,1006.6,3,22.83,37.5,3139,1036.2321168541341,1036,2019-09-27T21:25:07.139133,E4:49:12:58:E8:AF
12,-14,1006.52,3,22.82,37.5,3139,1040.163448694483,1040,2019-09-27T21:30:08.563861,E4:49:12:58:E8:AF
10,-17,1006.45,3,22.82,37.5,3133,1040.1870024183152,1040,2019-09-27T21:35:07.066277,E4:49:12:58:E8:AF
9,-18,1006.45,3,22.81,37.5,3139,1038.195068375881,1038,2019-09-27T21:40:06.575004,E4:49:12:58:E8:AF
13,-20,1006.4,3,22.81,37.5,3133,1038.274048601813,1038,2019-09-27T21:45:06.974410,E4:49:12:58:E8:AF
12,-18,1006.38,3,22.8,37.5,3139,1029.2273801254998,1029,2019-09-27T21:50:06.500698,E4:49:12:58:E8:AF
8,-21,1006.33,3,22.79,37.5,3139,1038.243227765055,1038,2019-09-27T21:55:06.946032,E4:49:12:58:E8:AF
14,-22,1006.28,3,22.78,37.5,3139,1039.327186212311,1039,2019-09-27T22:00:06.412685,E4:49:12:58:E8:AF
9,-17,1006.18,3,22.78,37.5,3133,1038.178212061879,1038,2019-09-27T22:05:06.871426,E4:49:12:58:E8:AF
13,-20,1006.17,3,22.77,37.5,3139,1035.2748427350102,1035,2019-09-27T22:10:06.275408,E4:49:12:58:E8:AF
15,-21,1006.16,3,22.77,37.5,3139,1038.32075968845,1038,2019-09-27T22:15:06.722869,E4:49:12:58:E8:AF
10,-16,1006.08,3,22.76,37.5,3133,1039.1713044536978,1039,2019-09-27T22:20:07.199256,E4:49:12:58:E8:AF
8,-17,1006.03,3,22.76,37.5,3139,1040.1696976936023,1040,2019-09-27T22:25:06.528588,E4:49:12:58:E8:AF
11,-13,1006.02,3,22.76,37.5,3139,1032.1404943126686,1032,2019-09-27T22:30:07.067194,E4:49:12:58:E8:AF
13,-17,1005.97,3,22.75,37.5,3133,1035.221232394313,1035,2019-09-27T22:35:07.543106,E4:49:12:58:E8:AF
7,-17,1005.96,3,22.75,38.0,3133,1039.1626436703737,1039,2019-09-27T22:40:06.967691,E4:49:12:58:E8:AF
11,-16,1005.91,3,22.74,38.0,3139,1039.1814086096806,1039,2019-09-27T22:45:06.468889,E4:49:12:58:E8:AF
14,-17,1005.9,3,22.74,38.0,3133,1039.233371288663,1039,2019-09-27T22:50:07.022077,E4:49:12:58:E8:AF
10,-16,1005.86,3,22.74,38.0,3133,1036.171800426937,1036,2019-09-27T22:55:06.531723,E4:49:12:58:E8:AF
12,-15,1005.84,3,22.74,38.0,3133,1032.1787635870057,1032,2019-09-27T23:00:06.941324,E4:49:12:58:E8:AF
15,-16,1005.82,3,22.73,38.0,3133,1038.2316697153867,1038,2019-09-27T23:05:07.351559,E4:49:12:58:E8:AF
9,-15,1005.76,3,22.73,38.0,3139,1037.1475304892742,1037,2019-09-27T23:10:06.866316,E4:49:12:58:E8:AF
11,-16,1005.7,3,22.73,38.0,3139,1041.1810601427592,1041,2019-09-27T23:15:06.288314,E4:49:12:58:E8:AF
10,-15,1005.67,3,22.72,38.0,3139,1039.1563886153037,1039,2019-09-27T23:20:06.819731,E4:49:12:58:E8:AF
11,-20,1005.62,3,22.72,38.0,3133,1035.2516602256671,1035,2019-09-27T23:25:06.247580,E4:49:12:58:E8:AF
13,-18,1005.6,3,22.71,38.0,3139,1034.2383671088594,1034,2019-09-27T23:30:06.682899,E4:49:12:58:E8:AF
9,-21,1005.55,3,22.71,38.5,3133,1040.2509312661057,1040,2019-09-27T23:35:07.109285,E4:49:12:58:E8:AF
10,-19,1005.52,3,22.71,38.5,3139,1033.223112401189,1033,2019-09-27T23:40:07.542547,E4:49:12:58:E8:AF
12,-19,1005.48,3,22.71,38.5,3133,1043.2420620354608,1043,2019-09-27T23:45:07.106023,E4:49:12:58:E8:AF
15,-15,1005.47,3,22.7,38.5,3133,1036.2171587075752,1036,2019-09-27T23:50:07.451345,E4:49:12:58:E8:AF
9,-15,1005.41,3,22.7,38.5,3133,1035.1478155316756,1035,2019-09-27T23:55:07.919340,E4:49:12:58:E8:AF
