temperature,pressure,acceleration_z,battery,acceleration,acceleration_y,acceleration_x,data_format,humidity,time,device_mac
22.16,1017.61,1037,3175,1037.1759734972652,-14,13,3,29.5,2019-09-23T17:50:06.399062,E4:49:12:58:E8:AF
22.16,1017.68,1037,3175,1037.20489779021,-19,8,3,29.5,2019-09-23T17:55:06.811238,E4:49:12:58:E8:AF
22.17,1017.71,1038,3169,1038.2316697153867,-20,9,3,30.0,2019-09-23T18:00:07.221090,E4:49:12:58:E8:AF
22.18,1017.67,1033,3175,1033.1935927017744,-16,12,3,30.0,2019-09-23T18:05:07.625027,E4:49:12:58:E8:AF
22.18,1017.63,1041,3175,1041.2314824283792,-19,11,3,30.0,2019-09-23T18:10:07.121801,E4:49:12:58:E8:AF
22.2,1017.59,1037,3163,1037.20489779021,-19,8,3,30.5,2019-09-23T18:15:06.609739,E4:49:12:58:E8:AF
22.2,1017.56,1033,3163,1033.1960123810002,-18,9,3,31.0,2019-09-23T18:20:07.136299,E4:49:12:58:E8:AF
22.2,1017.55,1038,3175,1038.2128876102433,-19,9,3,31.0,2019-09-23T18:25:07.666071,E4:49:12:58:E8:AF
22.21,1017.55,1037,3169,1037.181758420384,-16,11,3,31.0,2019-09-23T18:30:06.068751,E4:49:12:58:E8:AF
22.21,1017.6,1032,3169,1032.2635322435835,-20,12,3,31.5,2019-09-23T18:35:06.441408,E4:49:12:58:E8:AF
22.21,1017.52,1035,3181,1035.269047156342,-19,14,3,31.5,2019-09-23T18:40:07.908764,E4:49:12:58:E8:AF
22.2,1017.53,1036,3169,1036.2147460830695,-18,11,3,31.5,2019-09-23T18:45:06.366182,E4:49:12:58:E8:AF
22.2,1017.52,1038,3175,1038.177730448886,-15,12,3,31.5,2019-09-23T18:50:07.006417,E4:49:12:58:E8:AF
22.2,1017.5,1035,3175,1035.1478155316756,-15,9,3,31.5,2019-09-23T18:55:07.375020,E4:49:12:58:E8:AF
22.19,1017.51,1035,3175,1035.2052936495254,-19,8,3,31.5,2019-09-23T19:00:06.775276,E4:49:12:58:E8:AF
22.19,1017.49,1036,3175,1036.2625150028346,-20,12,3,31.5,2019-09-23T19:05:06.403632,E4:49:12:58:E8:AF
22.19,1017.47,1034,3169,1034.2151613663377,-18,11,3,31.5,2019-09-23T19:10:06.902452,E4:49:12:58:E8:AF
22.18,1017.52,1038,3163,1038.2316697153867,-20,9,3,31.5,2019-09-23T19:15:07.235242,E4:49:12:58:E8:AF
22.18,1017.55,1038,3175,1038.2128876102433,-19,9,3,31.5,2019-09-23T19:20:06.660950,E4:49:12:58:E8:AF
22.18,1017.58,1039,3169,1039.2218242512038,-19,10,3,31.5,2019-09-23T19:25:07.111183,E4:49:12:58:E8:AF
22.18,1017.55,1037,3175,1037.2641900692417,-22,8,3,31.0,2019-09-23T19:30:06.537204,E4:49:12:58:E8:AF
22.18,1017.53,1035,3175,1035.221232394313,-17,13,3,31.5,2019-09-23T19:35:07.058411,E4:49:12:58:E8:AF
22.18,1017.55,1036,3175,1036.225844109285,-18,12,3,31.5,2019-09-23T19:40:06.563979,E4:49:12:58:E8:AF
22.17,1017.61,1036,3169,1036.2412846436875,-20,10,3,31.5,2019-09-23T19:45:06.982419,E4:49:12:58:E8:AF
22.17,1017.58,1035,3169,1035.170517354508,-17,8,3,31.5,2019-09-23T19:50:07.410680,E4:49:12:58:E8:AF
22.18,1017.61,1039,3163,1039.197286370591,-17,11,3,31.5,2019-09-23T19:55:06.712220,E4:49:12:58:E8:AF
22.18,1017.6,1046,3175,1046.3488901891185,-21,17,3,31.5,2019-09-23T20:00:07.222733,E4:49:12:58:E8:AF
22.18,1017.55,1034,3169,1034.1880873419495,-17,10,3,31.5,2019-09-23T20:05:07.638631,E4:49:12:58:E8:AF
22.19,1017.46,1041,3163,1041.3020695264174,-23,10,3,31.5,2019-09-23T20:10:07.051272,E4:49:12:58:E8:AF
22.18,1017.45,1040,3175,1040.2216110041168,-19,10,3,31.5,2019-09-23T20:15:07.479233,E4:49:12:58:E8:AF
22.16,1017.41,1038,3169,1038.1628003352846,-17,7,3,31.0,2019-09-23T20:20:06.878373,E4:49:12:58:E8:AF
22.13,1017.39,1036,3181,1036.222466461715,-19,10,3,31.0,2019-09-23T20:25:06.339041,E4:49:12:58:E8:AF
22.11,1017.33,1035,3169,1035.24393260719,-21,8,3,30.5,2019-09-23T20:30:07.887259,E4:49:12:58:E8:AF
22.08,1017.31,1035,3175,1035.2415177145863,-20,10,3,30.5,2019-09-23T20:35:06.364971,E4:49:12:58:E8:AF
22.06,1017.23,1032,3163,1032.182638877442,-16,11,3,30.5,2019-09-23T20:40:06.834056,E4:49:12:58:E8:AF
22.03,1017.22,1036,3169,1036.2379070464465,-18,13,3,30.5,2019-09-23T20:45:06.282530,E4:49:12:58:E8:AF
22.0,1017.24,1030,3175,1030.1553280937783,-16,8,3,30.5,2019-09-23T20:50:06.915173,E4:49:12:58:E8:AF
21.98,1017.21,1035,3175,1035.2091576101905,-17,12,3,30.5,2019-09-23T20:55:08.324563,E4:49:12:58:E8:AF
21.97,1017.24,1034,3175,1034.2228966716991,-19,10,3,30.5,2019-09-23T21:00:06.787442,E4:49:12:58:E8:AF
21.94,1017.2,1036,3175,1036.232599371396,-19,11,3,30.5,2019-09-23T21:05:10.283595,E4:49:12:58:E8:AF
21.91,1017.21,1033,3163,1033.337311820298,-24,11,3,30.0,2019-09-23T21:10:06.734424,E4:49:12:58:E8:AF
21.89,1017.1,1036,3169,1036.1930322097326,-16,12,3,30.0,2019-09-23T21:15:07.179358,E4:49:12:58:E8:AF
21.86,1017.06,1037,3169,1037.181758420384,-16,11,3,30.0,2019-09-23T21:20:06.713149,E4:49:12:58:E8:AF
21.84,1017.0,1036,3175,1036.2876048665255,-20,14,3,30.0,2019-09-23T21:25:07.192968,E4:49:12:58:E8:AF
21.83,1017.04,1032,3175,1032.314874444808,-23,11,3,30.0,2019-09-23T21:30:06.668070,E4:49:12:58:E8:AF
21.82,1017.01,1036,3175,1036.2046129988034,-18,10,3,30.5,2019-09-23T21:35:07.038116,E4:49:12:58:E8:AF
21.82,1017.01,1033,3169,1033.2371460608645,-21,7,3,30.5,2019-09-23T21:40:06.509274,E4:49:12:58:E8:AF
21.82,1016.99,1037,3163,1037.195256448852,-18,9,3,31.0,2019-09-23T21:45:09.943363,E4:49:12:58:E8:AF
21.83,1016.94,1035,3169,1035.1671362635118,-15,11,3,31.0,2019-09-23T21:50:08.357639,E4:49:12:58:E8:AF
21.84,1016.89,1030,3175,1030.1883322965757,-18,8,3,31.0,2019-09-23T21:55:06.751618,E4:49:12:58:E8:AF
21.85,1016.91,1037,3163,1037.1629573022747,-13,13,3,31.0,2019-09-23T22:00:07.300928,E4:49:12:58:E8:AF
21.86,1016.91,1037,3175,1037.222251978813,-19,10,3,31.0,2019-09-23T22:05:06.742331,E4:49:12:58:E8:AF
21.88,1016.91,1039,3175,1039.197286370591,-17,11,3,31.0,2019-09-23T22:10:06.165375,E4:49:12:58:E8:AF
21.9,1016.92,1038,3169,1038.2042188317287,-18,10,3,31.0,2019-09-23T22:15:06.587738,E4:49:12:58:E8:AF
21.91,1016.92,1038,3163,1038.197476398397,-17,11,3,31.5,2019-09-23T22:20:07.069110,E4:49:12:58:E8:AF
21.92,1016.92,1036,3175,1036.1529809830206,-14,11,3,31.5,2019-09-23T22:25:06.525393,E4:49:12:58:E8:AF
21.93,1016.86,1038,3181,1038.250933060019,-20,11,3,31.5,2019-09-23T22:30:06.954321,E4:49:12:58:E8:AF
21.94,1016.81,1037,3169,1037.1860970915488,-19,5,3,31.5,2019-09-23T22:35:06.463794,E4:49:12:58:E8:AF
21.95,1016.83,1039,3163,1039.3353645479403,-21,16,3,31.5,2019-09-23T22:40:06.861167,E4:49:12:58:E8:AF
21.96,1016.83,1039,3163,1039.197286370591,-17,11,3,31.5,2019-09-23T22:45:06.441474,E4:49:12:58:E8:AF
21.97,1016.82,1041,3157,1041.1863425919494,-18,8,3,31.5,2019-09-23T22:50:07.864090,E4:49:12:58:E8:AF
21.98,1016.83,1037,3169,1037.1783838858194,-17,9,3,31.5,2019-09-23T22:55:07.140031,E4:49:12:58:E8:AF
21.99,1016.8,1037,3163,1037.2318930692404,-20,9,3,31.5,2019-09-23T23:00:06.551061,E4:49:12:58:E8:AF
21.99,1016.77,1034,3169,1034.2615723307135,-21,10,3,31.5,2019-09-23T23:05:06.969593,E4:49:12:58:E8:AF
22.0,1016.76,1034,3175,1034.232565722043,-20,9,3,31.5,2019-09-23T23:10:06.471021,E4:49:12:58:E8:AF
22.0,1016.72,1036,3163,1036.2436972064052,-21,8,3,32.0,2019-09-23T23:15:06.770399,E4:49:12:58:E8:AF
22.01,1016.72,1034,3169,1034.2137109901416,-19,9,3,31.5,2019-09-23T23:20:06.298998,E4:49:12:58:E8:AF
22.01,1016.74,1035,3163,1035.2415177145863,-20,10,3,32.0,2019-09-23T23:25:07.732997,E4:49:12:58:E8:AF
22.01,1016.74,1039,3169,1039.2251921503828,-18,12,3,32.0,2019-09-23T23:30:07.235429,E4:49:12:58:E8:AF
22.02,1016.71,1035,3169,1035.24393260719,-21,8,3,32.0,2019-09-23T23:35:06.721769,E4:49:12:58:E8:AF
22.02,1016.73,1036,3163,1036.2340469218332,-17,14,3,32.0,2019-09-23T23:40:07.248359,E4:49:12:58:E8:AF
22.02,1016.74,1030,3163,1030.2392925917745,-18,13,3,32.0,2019-09-23T23:45:06.641848,E4:49:12:58:E8:AF
22.02,1016.71,1038,3169,1038.162318715142,-16,9,3,32.0,2019-09-23T23:50:06.977010,E4:49:12:58:E8:AF
22.02,1016.68,1034,3163,1034.2383671088594,-18,13,3,32.0,2019-09-23T23:55:06.337791,E4:49:12:58:E8:AF
