pressure,humidity,acceleration,acceleration_z,battery,acceleration_y,acceleration_x,temperature,data_format,time,device_mac
998.78,43.5,1036.1819338320854,1036,3133,-16,11,22.94,3,2019-09-28T18:45:06.993807,E4:49:12:58:E8:AF
998.71,43.5,1036.2470747847735,1036,3133,-16,16,22.96,3,2019-09-28T18:50:06.485994,E4:49:12:58:E8:AF
998.61,43.5,1034.2214463063508,1034,3127,-17,13,22.97,3,2019-09-28T18:55:06.948370,E4:49:12:58:E8:AF
998.55,43.5,1039.2968777014582,1039,3127,-19,16,22.97,3,2019-09-28T19:00:07.276615,E4:49:12:58:E8:AF
998.51,44.0,1043.2305593683498,1043,3127,-16,15,23.07,3,2019-09-28T19:05:07.705952,E4:49:12:58:E8:AF
998.44,43.5,1037.2318930692404,1037,3133,-16,15,23.08,3,2019-09-28T19:10:07.097648,E4:49:12:58:E8:AF
998.37,44.0,1038.1926603477796,1038,3127,-16,12,23.07,3,2019-09-28T19:15:07.471746,E4:49:12:58:E8:AF
998.35,44.0,1028.30394339417,1028,3133,-20,15,23.05,3,2019-09-28T19:20:06.902977,E4:49:12:58:E8:AF
998.32,44.0,1040.197096708119,1040,3133,-17,11,23.06,3,2019-09-28T19:25:06.399095,E4:49:12:58:E8:AF
998.3,44.0,1035.265183419205,1035,3133,-18,15,23.06,3,2019-09-28T19:30:07.681676,E4:49:12:58:E8:AF
998.3,44.0,1038.2682697646114,1038,3133,-19,14,23.1,3,2019-09-28T19:35:07.086470,E4:49:12:58:E8:AF
998.23,44.0,1037.2796151472369,1037,3133,-18,16,23.1,3,2019-09-28T19:40:06.621686,E4:49:12:58:E8:AF
998.23,44.0,1040.2172849938613,1040,3133,-14,16,23.08,3,2019-09-28T19:45:08.048407,E4:49:12:58:E8:AF
998.2,44.0,1038.274048601813,1038,3139,-20,13,23.07,3,2019-09-28T19:50:06.508051,E4:49:12:58:E8:AF
998.14,44.0,1037.2796151472369,1037,3127,-18,16,23.07,3,2019-09-28T19:55:06.885741,E4:49:12:58:E8:AF
998.08,44.0,1037.2478006725298,1037,3133,-17,15,23.06,3,2019-09-28T20:00:06.410597,E4:49:12:58:E8:AF
998.1,44.0,1038.2644171886081,1038,3139,-18,15,23.05,3,2019-09-28T20:05:06.776361,E4:49:12:58:E8:AF
998.11,44.0,1039.1424348952362,1039,3139,-14,10,23.05,3,2019-09-28T20:10:06.258987,E4:49:12:58:E8:AF
998.13,44.0,1037.1509051242253,1037,3133,-13,12,23.04,3,2019-09-28T20:15:06.739568,E4:49:12:58:E8:AF
998.1,44.0,1036.1761433269924,1036,3121,-14,13,23.04,3,2019-09-28T20:20:07.209530,E4:49:12:58:E8:AF
998.09,44.0,1037.2179134588835,1037,3127,-16,14,23.11,3,2019-09-28T20:25:07.603204,E4:49:12:58:E8:AF
998.08,44.0,1038.2971636289874,1038,3139,-19,16,23.1,3,2019-09-28T20:30:07.065684,E4:49:12:58:E8:AF
998.05,44.0,1038.2817536680493,1038,3127,-21,12,23.09,3,2019-09-28T20:35:07.575885,E4:49:12:58:E8:AF
998.0,44.0,1040.249969959144,1040,3133,-18,14,23.07,3,2019-09-28T20:40:08.100599,E4:49:12:58:E8:AF
997.98,44.0,1036.225844109285,1036,3127,-18,12,23.06,3,2019-09-28T20:45:08.501985,E4:49:12:58:E8:AF
997.95,44.0,1036.264927516125,1036,3133,-18,15,23.05,3,2019-09-28T20:50:08.969208,E4:49:12:58:E8:AF
997.91,44.0,1040.286498999194,1040,3127,-20,14,23.04,3,2019-09-28T20:55:07.320399,E4:49:12:58:E8:AF
997.88,44.0,1034.3157158237518,1034,3133,-22,13,23.04,3,2019-09-28T21:00:07.792617,E4:49:12:58:E8:AF
997.84,44.0,1038.2822352327908,1038,3133,-19,15,23.03,3,2019-09-28T21:05:07.196880,E4:49:12:58:E8:AF
997.81,44.0,1032.15163614655,1032,3133,-13,12,23.03,3,2019-09-28T21:10:06.631708,E4:49:12:58:E8:AF
997.79,43.5,1037.2478006725298,1037,3121,-15,17,23.04,3,2019-09-28T21:15:07.177205,E4:49:12:58:E8:AF
997.77,43.5,1039.8446999432174,1038,3133,32,53,23.04,3,2019-09-28T21:20:06.551669,E4:49:12:58:E8:AF
997.72,43.5,1035.2830530825856,1035,3139,-19,15,23.07,3,2019-09-28T21:25:07.124179,E4:49:12:58:E8:AF
997.68,43.5,1040.1273960433884,1040,3133,-12,11,23.05,3,2019-09-28T21:30:06.613023,E4:49:12:58:E8:AF
997.62,43.5,1041.2636553726438,1041,3133,-18,15,23.04,3,2019-09-28T21:35:07.014770,E4:49:12:58:E8:AF
997.59,43.5,1042.2077528017146,1042,3127,-17,12,23.03,3,2019-09-28T21:40:06.636395,E4:49:12:58:E8:AF
997.59,43.5,1033.2153696108087,1033,3133,-18,11,23.02,3,2019-09-28T21:45:06.984501,E4:49:12:58:E8:AF
997.58,43.5,1040.249969959144,1040,3133,-14,18,23.02,3,2019-09-28T21:50:06.495921,E4:49:12:58:E8:AF
997.52,43.5,1034.217578655478,1034,3133,-15,15,23.03,3,2019-09-28T21:55:06.961281,E4:49:12:58:E8:AF
997.53,43.5,1031.3340874808705,1031,3139,-20,17,23.02,3,2019-09-28T22:00:06.378853,E4:49:12:58:E8:AF
997.54,43.5,1036.1819338320854,1036,3127,-11,16,23.01,3,2019-09-28T22:05:06.798640,E4:49:12:58:E8:AF
997.53,43.5,1037.2825073238246,1037,3133,-19,15,23.0,3,2019-09-28T22:10:06.212575,E4:49:12:58:E8:AF
997.48,43.5,1036.2687875257075,1036,3133,-19,14,22.98,3,2019-09-28T22:15:06.669257,E4:49:12:58:E8:AF
997.42,43.5,1033.4089219665175,1033,3121,-19,22,22.97,3,2019-09-28T22:20:08.176610,E4:49:12:58:E8:AF
997.37,43.5,1037.2685283956127,1037,3121,-19,14,22.95,3,2019-09-28T22:25:06.690040,E4:49:12:58:E8:AF
997.31,43.5,1038.2042188317287,1038,3133,-18,10,22.94,3,2019-09-28T22:30:07.139973,E4:49:12:58:E8:AF
997.31,43.5,1038.2316697153867,1038,3133,-15,16,22.93,3,2019-09-28T22:35:06.596455,E4:49:12:58:E8:AF
997.28,43.0,1037.202969529108,1037,3139,-15,14,22.91,3,2019-09-28T22:40:07.023092,E4:49:12:58:E8:AF
997.26,43.0,1036.250934860857,1036,3127,-18,14,22.9,3,2019-09-28T22:45:06.456338,E4:49:12:58:E8:AF
997.15,43.0,1039.1895880925674,1039,3127,-15,13,22.89,3,2019-09-28T22:50:06.883842,E4:49:12:58:E8:AF
997.12,43.0,1035.2323410713173,1035,3139,-16,15,22.88,3,2019-09-28T22:55:06.218786,E4:49:12:58:E8:AF
997.1,43.0,1034.2983128672308,1034,3139,-19,16,22.86,3,2019-09-28T23:00:06.659570,E4:49:12:58:E8:AF
997.05,43.0,1040.286498999194,1040,3127,-14,20,22.85,3,2019-09-28T23:05:07.127407,E4:49:12:58:E8:AF
996.97,43.0,1035.2183344589682,1035,3133,-14,16,22.84,3,2019-09-28T23:10:06.477431,E4:49:12:58:E8:AF
996.91,43.0,1038.2465988386382,1038,3133,-16,16,22.83,3,2019-09-28T23:15:06.943696,E4:49:12:58:E8:AF
996.9,43.0,1037.2786510865824,1037,3133,-17,17,22.82,3,2019-09-28T23:20:06.372740,E4:49:12:58:E8:AF
996.91,43.0,1039.3295916118236,1039,3121,-19,18,22.82,3,2019-09-28T23:25:06.856894,E4:49:12:58:E8:AF
996.89,43.0,1036.151050764318,1036,3127,-13,12,22.81,3,2019-09-28T23:30:06.204654,E4:49:12:58:E8:AF
996.86,43.0,1037.316248788189,1037,3133,-16,20,22.79,3,2019-09-28T23:35:06.625826,E4:49:12:58:E8:AF
996.83,43.0,1035.2801553202883,1035,3139,-18,16,22.79,3,2019-09-28T23:40:07.090830,E4:49:12:58:E8:AF
996.8,43.0,1034.2383671088594,1034,3133,-13,18,22.78,3,2019-09-28T23:45:06.593575,E4:49:12:58:E8:AF
996.76,43.0,1033.2637610987815,1033,3133,-16,17,22.77,3,2019-09-28T23:50:07.067530,E4:49:12:58:E8:AF
996.75,43.0,1039.1506146848974,1039,3133,-12,13,22.77,3,2019-09-28T23:55:06.463071,E4:49:12:58:E8:AF
