temperature,acceleration,acceleration_x,battery,data_format,acceleration_y,pressure,humidity,acceleration_z,time,device_mac
21.71,1031.0135789600445,-58,3079,3,28,987.58,40.0,1029,2019-10-11T21:05:06.530946,E4:49:12:58:E8:AF
21.71,1023.5301656521902,-51,3073,3,23,987.56,40.0,1022,2019-10-11T21:10:07.066032,E4:49:12:58:E8:AF
21.72,1030.8472243742037,-58,3061,3,21,987.46,40.0,1029,2019-10-11T21:15:06.466452,E4:49:12:58:E8:AF
21.72,1033.8437986465847,-55,3073,3,28,987.34,40.0,1032,2019-10-11T21:20:07.895275,E4:49:12:58:E8:AF
21.73,1032.9428832224946,-59,3067,3,23,987.39,40.0,1031,2019-10-11T21:25:06.281452,E4:49:12:58:E8:AF
21.73,1033.6580672543507,-55,3067,3,20,987.34,40.0,1032,2019-10-11T21:30:06.781207,E4:49:12:58:E8:AF
21.74,1034.939128644772,-59,3067,3,23,987.39,40.0,1033,2019-10-11T21:35:06.215741,E4:49:12:58:E8:AF
21.74,1035.6548652905562,-55,3067,3,20,987.09,40.0,1034,2019-10-11T21:40:06.652796,E4:49:12:58:E8:AF
21.75,1030.6299044758987,-54,3073,3,21,987.08,40.0,1029,2019-10-11T21:45:07.162936,E4:49:12:58:E8:AF
21.76,1027.7217522267397,-56,3067,3,20,987.01,40.0,1026,2019-10-11T21:50:06.614584,E4:49:12:58:E8:AF
21.77,1030.8472243742037,-59,3073,3,18,987.03,40.0,1029,2019-10-11T21:55:07.075682,E4:49:12:58:E8:AF
21.78,1029.478508760625,-51,3067,3,21,987.11,40.0,1028,2019-10-11T22:00:07.591414,E4:49:12:58:E8:AF
21.79,1027.687695751973,-55,3067,3,21,987.07,40.0,1026,2019-10-11T22:05:06.969359,E4:49:12:58:E8:AF
21.81,1033.5380979915544,-51,3073,3,24,987.07,40.0,1032,2019-10-11T22:10:07.461879,E4:49:12:58:E8:AF
21.82,1030.7526376391186,-57,3079,3,19,987.03,40.0,1029,2019-10-11T22:15:06.947964,E4:49:12:58:E8:AF
21.83,1031.9292611414796,-57,3067,3,27,986.94,40.0,1030,2019-10-11T22:20:06.433336,E4:49:12:58:E8:AF
21.84,1037.8771603614755,-58,3073,3,23,986.92,40.0,1036,2019-10-11T22:25:06.812439,E4:49:12:58:E8:AF
21.85,1031.6283245432921,-54,3073,3,21,986.91,40.0,1030,2019-10-11T22:30:08.246355,E4:49:12:58:E8:AF
21.86,1029.579525825956,-53,3067,3,21,986.85,40.0,1028,2019-10-11T22:35:07.734906,E4:49:12:58:E8:AF
21.87,1028.7560449397126,-57,3061,3,19,986.88,40.0,1027,2019-10-11T22:40:07.218471,E4:49:12:58:E8:AF
21.87,1030.9578070900866,-57,3073,3,28,986.81,40.0,1029,2019-10-11T22:45:06.784953,E4:49:12:58:E8:AF
21.87,1027.574328211833,-52,3067,3,23,986.82,40.0,1026,2019-10-11T22:50:07.123896,E4:49:12:58:E8:AF
21.87,1031.8551254900078,-57,3061,3,24,986.83,40.0,1030,2019-10-11T22:55:07.598387,E4:49:12:58:E8:AF
21.87,1028.5611309008327,-53,3073,3,20,986.82,40.0,1027,2019-10-11T23:00:08.051972,E4:49:12:58:E8:AF
21.88,1030.5391792649127,-53,3073,3,19,986.78,40.0,1029,2019-10-11T23:05:07.440290,E4:49:12:58:E8:AF
21.87,1032.659672883569,-55,3073,3,20,986.79,40.0,1031,2019-10-11T23:10:06.743543,E4:49:12:58:E8:AF
21.87,1027.9421189930881,-58,3073,3,25,986.66,40.0,1026,2019-10-11T23:15:07.139761,E4:49:12:58:E8:AF
21.87,1030.7967791955891,-55,3073,3,26,986.56,40.0,1029,2019-10-11T23:20:06.667706,E4:49:12:58:E8:AF
21.87,1031.5895501603338,-54,3073,3,19,986.56,40.0,1030,2019-10-11T23:25:07.166974,E4:49:12:58:E8:AF
21.87,1032.640789432608,-55,3079,3,19,986.53,40.0,1031,2019-10-11T23:30:06.588702,E4:49:12:58:E8:AF
21.87,1033.4935897237099,-51,3079,3,22,986.54,39.5,1032,2019-10-11T23:35:07.068016,E4:49:12:58:E8:AF
21.86,1030.8899068280764,-58,3073,3,23,986.51,39.5,1029,2019-10-11T23:40:06.573139,E4:49:12:58:E8:AF
21.86,1028.7288272426315,-55,3073,3,23,986.48,39.5,1027,2019-10-11T23:45:06.940078,E4:49:12:58:E8:AF
21.85,1025.8362442417406,-58,3067,3,20,986.44,39.5,1024,2019-10-11T23:50:06.425654,E4:49:12:58:E8:AF
21.85,1027.5957376322656,-54,3067,3,19,986.45,39.5,1026,2019-10-11T23:55:07.959202,E4:49:12:58:E8:AF
