humidity,battery,acceleration_z,pressure,acceleration_y,data_format,temperature,acceleration,acceleration_x,time,device_mac
36.5,3145,1037,1010.27,-18,3,22.49,1037.2044157252706,10,2019-09-25T19:05:08.149797,E4:49:12:58:E8:AF
36.5,3151,1044,1010.26,-15,3,22.49,1044.165695663289,11,2019-09-25T19:10:08.573858,E4:49:12:58:E8:AF
36.5,3151,1036,1010.3,-19,3,22.49,1036.2436972064052,12,2019-09-25T19:15:08.983268,E4:49:12:58:E8:AF
36.5,3157,1035,1010.33,-15,3,22.49,1035.1569929242617,10,2019-09-25T19:20:06.453986,E4:49:12:58:E8:AF
36.5,3151,1037,1010.36,-16,3,22.5,1037.2179134588835,14,2019-09-25T19:25:07.964993,E4:49:12:58:E8:AF
36.5,3157,1040,1010.38,-18,3,22.51,1040.1946933146698,9,2019-09-25T19:30:06.389299,E4:49:12:58:E8:AF
36.5,3151,1034,1010.39,-20,3,22.52,1034.2417512361412,10,2019-09-25T19:35:07.750755,E4:49:12:58:E8:AF
36.0,3157,1036,1010.41,-19,3,22.52,1036.222466461715,10,2019-09-25T19:40:06.203518,E4:49:12:58:E8:AF
36.0,3151,1034,1010.38,-15,3,22.52,1034.178417875755,12,2019-09-25T19:45:06.695469,E4:49:12:58:E8:AF
36.0,3157,1034,1010.4,-20,3,22.52,1034.3171660569112,16,2019-09-25T19:50:07.039193,E4:49:12:58:E8:AF
36.0,3157,1035,1010.39,-18,3,22.52,1035.214953524146,11,2019-09-25T19:55:06.511183,E4:49:12:58:E8:AF
36.0,3145,1034,1010.37,-22,3,22.52,1034.257704829894,7,2019-09-25T20:00:06.960585,E4:49:12:58:E8:AF
36.0,3151,1037,1010.35,-15,3,22.52,1037.1475304892742,9,2019-09-25T20:05:06.454358,E4:49:12:58:E8:AF
35.5,3151,1037,1010.4,-14,3,22.52,1037.1639214704685,12,2019-09-25T20:10:06.819620,E4:49:12:58:E8:AF
35.5,3157,1038,1010.44,-20,3,22.53,1038.250933060019,11,2019-09-25T20:15:06.272662,E4:49:12:58:E8:AF
35.5,3151,1032,1010.45,-20,3,22.53,1032.224781721501,8,2019-09-25T20:20:06.751099,E4:49:12:58:E8:AF
35.5,3145,1042,1010.45,-20,3,22.53,1042.2499700167903,11,2019-09-25T20:25:07.292421,E4:49:12:58:E8:AF
35.5,3163,1035,1010.44,-16,3,22.52,1035.2052936495254,13,2019-09-25T20:30:06.797800,E4:49:12:58:E8:AF
35.5,3151,1039,1010.31,-17,3,22.54,1039.2083525453402,12,2019-09-25T20:35:09.372902,E4:49:12:58:E8:AF
35.0,3151,1033,1010.35,-15,3,22.55,1033.1481016775863,9,2019-09-25T20:40:06.748822,E4:49:12:58:E8:AF
35.0,3151,1038,1010.37,-12,3,22.54,1038.1175270652163,10,2019-09-25T20:45:06.122406,E4:49:12:58:E8:AF
35.0,3157,1034,1010.4,-16,3,22.55,1034.1822856730819,11,2019-09-25T20:50:06.658882,E4:49:12:58:E8:AF
35.0,3151,1036,1010.43,-19,3,22.56,1036.222466461715,10,2019-09-25T20:55:07.120169,E4:49:12:58:E8:AF
35.0,3151,1038,1010.71,-18,3,22.56,1038.2042188317287,10,2019-09-25T21:00:07.543318,E4:49:12:58:E8:AF
35.0,3151,1038,1010.68,-17,3,22.56,1038.2335960659336,14,2019-09-25T21:05:07.961189,E4:49:12:58:E8:AF
35.0,3145,1040,1010.69,-15,3,22.56,1040.1471049808292,9,2019-09-25T21:10:07.453034,E4:49:12:58:E8:AF
35.0,3151,1032,1010.69,-16,3,22.57,1032.1632622797617,9,2019-09-25T21:15:06.871014,E4:49:12:58:E8:AF
35.5,3151,1037,1010.67,-15,3,22.57,1037.202969529108,14,2019-09-25T21:20:06.265379,E4:49:12:58:E8:AF
35.5,3157,1038,1010.68,-17,3,22.57,1038.2624908952457,16,2019-09-25T21:25:06.857455,E4:49:12:58:E8:AF
35.5,3151,1035,1010.71,-16,3,22.57,1035.182109582657,11,2019-09-25T21:30:06.286325,E4:49:12:58:E8:AF
35.5,3157,1035,1010.72,-18,3,22.57,1035.226062268527,12,2019-09-25T21:35:06.751759,E4:49:12:58:E8:AF
35.5,3145,1035,1010.75,-21,3,22.57,1035.24393260719,8,2019-09-25T21:40:07.192711,E4:49:12:58:E8:AF
35.5,3157,1038,1010.71,-22,3,22.56,1038.3275013212353,14,2019-09-25T21:45:07.533297,E4:49:12:58:E8:AF
35.5,3145,1039,1010.74,-22,3,22.56,1039.2810014620684,10,2019-09-25T21:50:06.934585,E4:49:12:58:E8:AF
35.5,3151,1037,1010.67,-18,3,22.55,1037.2044157252706,10,2019-09-25T21:55:07.285430,E4:49:12:58:E8:AF
35.5,3157,1032,1010.7,-19,3,22.54,1032.2446415457916,12,2019-09-25T22:00:06.692294,E4:49:12:58:E8:AF
35.5,3151,1036,1010.7,-15,3,22.53,1036.1780734989522,12,2019-09-25T22:05:07.225501,E4:49:12:58:E8:AF
35.5,3157,1039,1010.71,-16,3,22.53,1039.1814086096806,11,2019-09-25T22:10:06.483392,E4:49:12:58:E8:AF
35.5,3151,1036,1010.71,-20,3,22.52,1036.2625150028346,12,2019-09-25T22:15:06.922910,E4:49:12:58:E8:AF
35.5,3151,1034,1010.71,-15,3,22.51,1034.1571447318827,10,2019-09-25T22:20:07.413997,E4:49:12:58:E8:AF
35.5,3163,1036,1010.7,-22,3,22.5,1036.2919472812669,11,2019-09-25T22:25:06.808669,E4:49:12:58:E8:AF
35.5,3157,1037,1010.7,-17,3,22.49,1037.1783838858194,9,2019-09-25T22:30:06.206363,E4:49:12:58:E8:AF
35.5,3151,1034,1010.68,-17,3,22.49,1034.2214463063508,13,2019-09-25T22:35:06.676764,E4:49:12:58:E8:AF
35.5,3145,1036,1010.71,-15,3,22.48,1036.1780734989522,12,2019-09-25T22:40:07.148884,E4:49:12:58:E8:AF
35.0,3151,1034,1010.7,-22,3,22.47,1034.3157158237518,13,2019-09-25T22:45:06.465307,E4:49:12:58:E8:AF
35.0,3151,1036,1010.75,-17,3,22.46,1036.2210188951003,13,2019-09-25T22:50:07.002352,E4:49:12:58:E8:AF
35.0,3157,1035,1010.8,-13,3,22.45,1035.1511966857788,12,2019-09-25T22:55:06.470381,E4:49:12:58:E8:AF
35.0,3157,1038,1010.8,-17,3,22.45,1038.1873626662964,10,2019-09-25T23:00:07.060726,E4:49:12:58:E8:AF
35.0,3151,1034,1010.8,-13,3,22.44,1034.190504694372,15,2019-09-25T23:05:06.468086,E4:49:12:58:E8:AF
35.0,3157,1034,1010.83,-20,3,22.43,1034.2881610073664,14,2019-09-25T23:10:06.950229,E4:49:12:58:E8:AF
35.0,3151,1037,1010.88,-21,3,22.43,1037.2820252949532,12,2019-09-25T23:15:06.408734,E4:49:12:58:E8:AF
35.0,3145,1034,1010.89,-16,3,22.42,1034.1822856730819,11,2019-09-25T23:20:06.859813,E4:49:12:58:E8:AF
35.0,3151,1035,1010.91,-19,3,22.41,1035.2135045486993,9,2019-09-25T23:25:07.246428,E4:49:12:58:E8:AF
35.0,3151,1030,1010.94,-16,3,22.41,1030.1728010387383,10,2019-09-25T23:30:07.638952,E4:49:12:58:E8:AF
34.5,3151,1037,1010.93,-18,3,22.41,1037.225626370656,12,2019-09-25T23:35:08.180008,E4:49:12:58:E8:AF
34.5,3145,1035,1010.95,-15,3,22.4,1035.1260792773023,6,2019-09-25T23:40:06.649157,E4:49:12:58:E8:AF
34.5,3151,1035,1010.95,-16,3,22.4,1035.2323410713173,15,2019-09-25T23:45:07.059030,E4:49:12:58:E8:AF
34.5,3151,1032,1010.96,-20,3,22.4,1032.233016329162,9,2019-09-25T23:50:06.581470,E4:49:12:58:E8:AF
34.5,3145,1035,1010.94,-17,3,22.39,1035.1879056480518,10,2019-09-25T23:55:07.002107,E4:49:12:58:E8:AF
