humidity,pressure,temperature,acceleration_z,acceleration_x,data_format,battery,acceleration,acceleration_y,time,device_mac
36.5,1010.31,21.81,1022,-60,3,3049,1024.0180662468802,23,2019-10-07T17:45:07.222688,E4:49:12:58:E8:AF
36.5,1010.26,21.82,1034,-55,3,3037,1035.6548652905562,20,2019-10-07T17:50:06.638396,E4:49:12:58:E8:AF
37.0,1010.17,21.82,1028,-61,3,3049,1030.0432029774286,22,2019-10-07T17:55:07.070852,E4:49:12:58:E8:AF
37.0,1010.16,21.83,1030,-62,3,3037,1032.1434008896244,24,2019-10-07T18:00:06.629026,E4:49:12:58:E8:AF
36.5,1010.18,21.84,1025,-57,3,3055,1026.9128492720304,26,2019-10-07T18:05:07.099544,E4:49:12:58:E8:AF
35.5,1010.18,21.84,1030,-59,3,3049,1031.8454341615318,18,2019-10-07T18:10:08.511879,E4:49:12:58:E8:AF
33.0,1010.15,21.81,1027,-57,3,3031,1028.8158241395784,22,2019-10-07T18:15:07.001744,E4:49:12:58:E8:AF
31.5,1010.13,21.66,1032,-57,3,3043,1033.786244830139,21,2019-10-07T18:20:08.465398,E4:49:12:58:E8:AF
31.0,1010.18,21.47,1028,-54,3,3037,1029.6314874750092,21,2019-10-07T18:25:07.001623,E4:49:12:58:E8:AF
30.5,1010.15,21.27,1028,-57,3,3055,1029.8359092593344,23,2019-10-07T18:30:08.356564,E4:49:12:58:E8:AF
30.5,1010.12,21.04,1028,-60,3,3043,1029.9067918991504,18,2019-10-07T18:35:06.883682,E4:49:12:58:E8:AF
30.5,1010.03,20.92,1028,-61,3,3043,1030.0650464897835,23,2019-10-07T18:40:06.324341,E4:49:12:58:E8:AF
30.5,1009.95,20.84,1027,-59,3,3037,1028.9285689492735,22,2019-10-07T18:45:06.777828,E4:49:12:58:E8:AF
30.5,1009.91,20.79,1027,-60,3,3049,1029.0082604138802,23,2019-10-07T18:50:07.279698,E4:49:12:58:E8:AF
30.5,1009.93,20.74,1029,-59,3,3037,1030.903972249598,21,2019-10-07T18:55:06.756159,E4:49:12:58:E8:AF
30.5,1009.93,20.7,1028,-56,3,3037,1029.6815041555326,18,2019-10-07T19:00:06.257297,E4:49:12:58:E8:AF
30.5,1010.01,20.66,1027,-58,3,3031,1028.940231500353,25,2019-10-07T19:05:06.743741,E4:49:12:58:E8:AF
30.5,1009.92,20.62,1023,-58,3,3049,1024.8190084107534,19,2019-10-07T19:10:07.172943,E4:49:12:58:E8:AF
30.0,1009.88,20.59,1025,-60,3,3043,1026.9303773868996,19,2019-10-07T19:15:07.600451,E4:49:12:58:E8:AF
30.0,1009.9,20.56,1024,-58,3,3043,1025.9220243273853,24,2019-10-07T19:20:07.003617,E4:49:12:58:E8:AF
29.5,1010.0,20.52,1029,-57,3,3043,1030.856925087085,24,2019-10-07T19:25:06.540652,E4:49:12:58:E8:AF
29.5,1009.94,20.49,1026,-59,3,3037,1027.870614425765,19,2019-10-07T19:30:07.970435,E4:49:12:58:E8:AF
29.5,1009.86,20.47,1025,-61,3,3043,1026.9542346180767,17,2019-10-07T19:35:07.358906,E4:49:12:58:E8:AF
29.5,1009.86,20.46,1028,-57,3,3037,1029.7732760175902,20,2019-10-07T19:40:06.817729,E4:49:12:58:E8:AF
29.5,1009.87,20.44,1032,-61,3,3049,1033.9758217676078,19,2019-10-07T19:45:07.248348,E4:49:12:58:E8:AF
29.5,1009.81,20.42,1030,-61,3,3037,1031.9985465106045,20,2019-10-07T19:50:06.718798,E4:49:12:58:E8:AF
29.5,1009.77,20.41,1028,-58,3,3031,1029.8490180604144,21,2019-10-07T19:55:07.220711,E4:49:12:58:E8:AF
29.5,1009.67,20.39,1028,-57,3,3037,1029.882517571786,25,2019-10-07T20:00:06.630655,E4:49:12:58:E8:AF
29.0,1009.53,20.37,1033,-57,3,3049,1034.7845186317777,21,2019-10-07T20:05:07.088763,E4:49:12:58:E8:AF
29.0,1009.5,20.36,1025,-59,3,3037,1026.9771175639698,24,2019-10-07T20:10:06.476497,E4:49:12:58:E8:AF
29.0,1009.42,20.33,1028,-60,3,3037,1029.924754533068,19,2019-10-07T20:15:07.010362,E4:49:12:58:E8:AF
29.0,1009.33,20.32,1027,-61,3,3043,1029.0242951456491,21,2019-10-07T20:20:07.462294,E4:49:12:58:E8:AF
29.0,1009.19,20.25,1028,-59,3,3049,1029.9266964206724,22,2019-10-07T20:25:06.952197,E4:49:12:58:E8:AF
29.0,1009.12,20.11,1024,-61,3,3049,1026.0959994074628,24,2019-10-07T20:30:06.410713,E4:49:12:58:E8:AF
31.0,1008.95,20.15,1029,-61,3,3037,1031.0203683730017,21,2019-10-07T20:35:06.809895,E4:49:12:58:E8:AF
31.5,1008.81,20.23,1028,-58,3,3049,1029.8698946954416,22,2019-10-07T20:40:06.315538,E4:49:12:58:E8:AF
32.5,1008.64,20.29,1028,-61,3,3037,1029.9655334039096,18,2019-10-07T20:45:06.896307,E4:49:12:58:E8:AF
33.5,1008.58,20.36,1030,-65,3,3031,1032.3279517672665,24,2019-10-07T20:50:06.257722,E4:49:12:58:E8:AF
34.0,1008.54,20.45,1028,-60,3,3037,1030.02912580179,24,2019-10-07T20:55:06.740484,E4:49:12:58:E8:AF
34.5,1008.4,20.52,1024,-56,3,3037,1025.834782019015,25,2019-10-07T21:00:06.156183,E4:49:12:58:E8:AF
35.0,1008.33,20.6,1028,-58,3,3043,1029.8101766830623,19,2019-10-07T21:05:06.600153,E4:49:12:58:E8:AF
35.5,1008.3,20.67,1025,-60,3,3031,1027.012171300808,23,2019-10-07T21:10:06.953404,E4:49:12:58:E8:AF
36.0,1008.29,20.74,1029,-55,3,3031,1030.6827834013723,21,2019-10-07T21:15:06.509980,E4:49:12:58:E8:AF
32.5,1008.15,20.77,1024,-61,3,3043,1025.9912280326766,19,2019-10-07T21:20:06.964259,E4:49:12:58:E8:AF
30.5,1008.14,20.6,1030,-57,3,3031,1031.7698386752736,20,2019-10-07T21:25:07.337754,E4:49:12:58:E8:AF
30.0,1008.11,20.43,1028,-59,3,3037,1029.9266964206724,22,2019-10-07T21:30:07.840578,E4:49:12:58:E8:AF
29.5,1008.02,20.25,1025,-60,3,3049,1026.9693276821854,21,2019-10-07T21:35:06.275322,E4:49:12:58:E8:AF
30.5,1008.08,20.2,1032,-59,3,3037,1033.9192424943062,22,2019-10-07T21:40:06.767391,E4:49:12:58:E8:AF
31.5,1008.09,20.27,1030,-62,3,3037,1032.0581378972795,20,2019-10-07T21:45:08.193997,E4:49:12:58:E8:AF
32.0,1008.01,20.31,1026,-61,3,3031,1028.0262642559285,21,2019-10-07T21:50:06.636433,E4:49:12:58:E8:AF
32.5,1007.98,20.37,1028,-61,3,3037,1029.9485424039397,17,2019-10-07T21:55:07.082018,E4:49:12:58:E8:AF
32.5,1007.95,20.43,1030,-59,3,3037,1031.9021271419108,21,2019-10-07T22:00:11.452274,E4:49:12:58:E8:AF
32.5,1008.0,20.48,1027,-63,3,3049,1029.105922633817,19,2019-10-07T22:05:08.974255,E4:49:12:58:E8:AF
33.0,1008.0,20.53,1030,-57,3,3037,1031.8323507237017,23,2019-10-07T22:10:06.339879,E4:49:12:58:E8:AF
32.5,1007.94,20.6,1024,-60,3,3037,1026.0370363685709,24,2019-10-07T22:15:06.803346,E4:49:12:58:E8:AF
32.5,1007.86,20.65,1028,-56,3,3037,1029.7383162726344,21,2019-10-07T22:20:06.293334,E4:49:12:58:E8:AF
33.0,1007.85,20.7,1025,-57,3,3037,1026.7984222816083,21,2019-10-07T22:25:06.642877,E4:49:12:58:E8:AF
33.0,1007.88,20.75,1025,-58,3,3031,1026.8753575775397,22,2019-10-07T22:30:07.002877,E4:49:12:58:E8:AF
33.0,1007.88,20.8,1029,-60,3,3031,1030.9418024311556,20,2019-10-07T22:35:07.442654,E4:49:12:58:E8:AF
33.0,1007.87,20.84,1030,-62,3,3043,1032.0780009282244,21,2019-10-07T22:40:07.804102,E4:49:12:58:E8:AF
33.0,1007.67,20.88,1026,-62,3,3037,1028.1069983226455,22,2019-10-07T22:45:06.249316,E4:49:12:58:E8:AF
33.0,1007.61,20.92,1026,-65,3,3043,1028.3141543322254,23,2019-10-07T22:50:06.697852,E4:49:12:58:E8:AF
33.0,1007.43,20.95,1023,-56,3,3049,1024.7897345309427,23,2019-10-07T22:55:07.136755,E4:49:12:58:E8:AF
33.0,1007.37,20.98,1027,-60,3,3037,1028.9266251779084,19,2019-10-07T23:00:06.565583,E4:49:12:58:E8:AF
33.0,1007.42,21.01,1024,-60,3,3031,1025.971247160465,21,2019-10-07T23:05:06.968515,E4:49:12:58:E8:AF
33.0,1007.45,21.03,1031,-61,3,3037,1033.0590496191396,23,2019-10-07T23:10:06.421298,E4:49:12:58:E8:AF
33.0,1007.38,21.05,1025,-56,3,3037,1026.786248447066,23,2019-10-07T23:15:06.938915,E4:49:12:58:E8:AF
33.0,1007.39,21.07,1030,-62,3,3049,1032.0780009282244,21,2019-10-07T23:20:06.391297,E4:49:12:58:E8:AF
33.0,1007.33,21.09,1028,-58,3,3037,1029.8698946954416,22,2019-10-07T23:25:06.773256,E4:49:12:58:E8:AF
33.0,1007.22,21.1,1029,-57,3,3037,1030.834128267007,23,2019-10-07T23:30:07.234179,E4:49:12:58:E8:AF
33.0,1007.15,21.12,1030,-60,3,3037,1032.025193490934,24,2019-10-07T23:35:06.712420,E4:49:12:58:E8:AF
33.0,1007.11,21.13,1027,-60,3,3037,1028.9654999075528,21,2019-10-07T23:40:06.200035,E4:49:12:58:E8:AF
32.5,1006.97,21.15,1031,-58,3,3031,1032.8644635188105,22,2019-10-07T23:45:07.547076,E4:49:12:58:E8:AF
33.0,1006.81,21.16,1028,-63,3,3037,1030.1427085603236,21,2019-10-07T23:50:06.989429,E4:49:12:58:E8:AF
32.5,1006.8,21.17,1028,-60,3,3037,1029.943687781036,20,2019-10-07T23:55:06.445298,E4:49:12:58:E8:AF
