acceleration,humidity,acceleration_x,pressure,acceleration_y,acceleration_z,temperature,data_format,battery,time,device_mac
1031.5997285769322,43.5,34,981.89,-9,1031,22.54,3,3115,2019-09-30T19:05:06.691948,E4:49:12:58:E8:AF
1035.736452964749,43.5,38,982.01,-9,1035,22.54,3,3133,2019-09-30T19:10:06.175241,E4:49:12:58:E8:AF
1040.6699765055203,43.5,35,982.18,-13,1040,22.55,3,3121,2019-09-30T19:15:07.644102,E4:49:12:58:E8:AF
1031.7238002488843,43.5,38,982.24,-7,1031,22.55,3,3115,2019-09-30T19:20:07.262065,E4:49:12:58:E8:AF
1039.640803354697,43.5,36,982.37,-6,1039,22.55,3,3115,2019-09-30T19:25:06.652203,E4:49:12:58:E8:AF
1034.721701715007,43.5,38,982.41,-7,1034,22.54,3,3115,2019-09-30T19:30:08.035684,E4:49:12:58:E8:AF
1032.6587045098686,43.5,36,982.48,-8,1032,22.54,3,3115,2019-09-30T19:35:06.585068,E4:49:12:58:E8:AF
1038.6765617842736,43.5,37,982.53,-6,1038,22.53,3,3127,2019-09-30T19:40:07.992914,E4:49:12:58:E8:AF
1034.6439000931673,43.5,36,982.68,-6,1034,22.53,3,3121,2019-09-30T19:45:07.476475,E4:49:12:58:E8:AF
1036.6841370446448,43.0,37,982.9,-7,1036,22.53,3,3121,2019-09-30T19:50:07.957816,E4:49:12:58:E8:AF
1036.53750535135,43.0,33,982.99,-5,1036,22.53,3,3121,2019-09-30T19:55:06.417397,E4:49:12:58:E8:AF
1035.5819619904548,43.0,34,983.13,-7,1035,22.53,3,3121,2019-09-30T20:00:07.823091,E4:49:12:58:E8:AF
1042.731509066452,43.0,38,983.27,-9,1042,22.53,3,3121,2019-09-30T20:05:07.093485,E4:49:12:58:E8:AF
1033.6392020429566,42.5,36,983.38,-5,1033,22.53,3,3115,2019-09-30T20:10:06.584237,E4:49:12:58:E8:AF
1039.6129087309373,42.5,35,983.31,-7,1039,22.52,3,3115,2019-09-30T20:15:08.016660,E4:49:12:58:E8:AF
1036.6735262366835,42.0,36,983.37,-10,1036,22.52,3,3121,2019-09-30T20:20:10.473787,E4:49:12:58:E8:AF
1033.6508114445612,42.0,36,983.44,-7,1033,22.53,3,3115,2019-09-30T20:25:07.014058,E4:49:12:58:E8:AF
1034.6385842408934,41.5,36,983.49,-5,1034,22.53,3,3109,2019-09-30T20:30:07.430960,E4:49:12:58:E8:AF
1035.4655957587388,41.5,30,983.54,-8,1035,22.53,3,3121,2019-09-30T20:35:06.895419,E4:49:12:58:E8:AF
1035.6036886763197,41.5,35,983.56,-5,1035,22.52,3,3115,2019-09-30T20:40:08.287383,E4:49:12:58:E8:AF
1034.6574312302598,41.0,36,983.68,-8,1034,22.52,3,3121,2019-09-30T20:45:06.700454,E4:49:12:58:E8:AF
1039.5951134937102,41.0,34,983.72,-9,1039,22.53,3,3115,2019-09-30T20:50:06.127734,E4:49:12:58:E8:AF
1031.5042413873052,41.0,32,983.77,-4,1031,22.52,3,3115,2019-09-30T20:55:07.511505,E4:49:12:58:E8:AF
1033.6319461007386,40.5,35,983.82,-9,1033,22.52,3,3115,2019-09-30T21:00:08.990543,E4:49:12:58:E8:AF
1034.6095882022357,40.5,35,983.85,-6,1034,22.52,3,3115,2019-09-30T21:05:08.432971,E4:49:12:58:E8:AF
1035.5742368367416,40.5,33,983.84,-10,1035,22.52,3,3121,2019-09-30T21:10:06.864733,E4:49:12:58:E8:AF
1036.7087344090432,40.0,37,983.88,-10,1036,22.52,3,3115,2019-09-30T21:15:07.348620,E4:49:12:58:E8:AF
1037.480602228302,40.0,31,983.93,-6,1037,22.53,3,3121,2019-09-30T21:20:07.859739,E4:49:12:58:E8:AF
1039.5797227726212,40.0,34,984.06,-7,1039,22.52,3,3121,2019-09-30T21:25:07.325733,E4:49:12:58:E8:AF
1035.5974121250015,39.5,34,984.13,-9,1035,22.52,3,3115,2019-09-30T21:30:06.740647,E4:49:12:58:E8:AF
1032.5642837131256,39.5,34,984.15,-3,1032,22.52,3,3115,2019-09-30T21:35:06.271212,E4:49:12:58:E8:AF
1035.5703742382746,39.5,34,984.22,-5,1035,22.53,3,3121,2019-09-30T21:40:06.669655,E4:49:12:58:E8:AF
1034.6748281465052,39.0,36,984.27,-10,1034,22.53,3,3121,2019-09-30T21:45:07.194255,E4:49:12:58:E8:AF
1035.6379676315464,39.0,36,984.37,-5,1035,22.54,3,3115,2019-09-30T21:50:06.607692,E4:49:12:58:E8:AF
1037.5557816329683,39.0,33,984.38,-8,1037,22.54,3,3121,2019-09-30T21:55:07.076279,E4:49:12:58:E8:AF
1039.6374368018883,39.0,35,984.43,-10,1039,22.53,3,3115,2019-09-30T22:00:06.572091,E4:49:12:58:E8:AF
1041.5090014013322,38.5,32,984.42,-6,1041,22.53,3,3127,2019-09-30T22:05:07.103477,E4:49:12:58:E8:AF
1036.699570753263,38.5,37,984.44,-9,1036,22.52,3,3121,2019-09-30T22:10:07.481342,E4:49:12:58:E8:AF
1036.648928036874,38.5,36,984.46,-7,1036,22.51,3,3115,2019-09-30T22:15:06.883014,E4:49:12:58:E8:AF
1036.627223258197,38.0,34,984.42,-12,1036,22.51,3,3115,2019-09-30T22:20:06.423923,E4:49:12:58:E8:AF
1033.5540624466628,38.0,32,984.45,-11,1033,22.51,3,3115,2019-09-30T22:25:07.798838,E4:49:12:58:E8:AF
1033.576799275216,38.0,34,984.49,-6,1033,22.51,3,3115,2019-09-30T22:30:07.184965,E4:49:12:58:E8:AF
1033.6319461007386,38.0,35,984.51,-9,1033,22.5,3,3109,2019-09-30T22:35:06.758985,E4:49:12:58:E8:AF
1035.678521550003,37.5,37,984.67,-6,1035,22.5,3,3121,2019-09-30T22:40:06.191429,E4:49:12:58:E8:AF
1033.5579325804626,37.5,33,984.65,-8,1033,22.5,3,3115,2019-09-30T22:45:06.570045,E4:49:12:58:E8:AF
1033.6508114445612,37.5,36,984.67,-7,1033,22.49,3,3115,2019-09-30T22:50:07.989234,E4:49:12:58:E8:AF
1031.671459331894,37.5,37,984.74,-4,1031,22.49,3,3115,2019-09-30T22:55:06.449393,E4:49:12:58:E8:AF
1035.7147290639446,37.0,38,984.71,-6,1035,22.49,3,3115,2019-09-30T23:00:07.869106,E4:49:12:58:E8:AF
1038.5643937667032,37.0,34,984.78,-4,1038,22.49,3,3121,2019-09-30T23:05:06.266311,E4:49:12:58:E8:AF
1037.5557816329683,37.0,33,984.74,-8,1037,22.48,3,3115,2019-09-30T23:10:06.804211,E4:49:12:58:E8:AF
1031.5139359213717,37.0,32,984.73,-6,1031,22.48,3,3127,2019-09-30T23:15:06.148083,E4:49:12:58:E8:AF
1036.7381540196154,37.0,39,984.72,-3,1036,22.48,3,3127,2019-09-30T23:20:07.627948,E4:49:12:58:E8:AF
1037.580840224028,37.0,34,984.82,-7,1037,22.48,3,3121,2019-09-30T23:25:07.125740,E4:49:12:58:E8:AF
1035.6225181020352,37.0,35,984.83,-8,1035,22.48,3,3115,2019-09-30T23:30:06.601984,E4:49:12:58:E8:AF
1037.480602228302,37.0,31,984.88,-6,1037,22.48,3,3115,2019-09-30T23:35:07.973940,E4:49:12:58:E8:AF
1035.6336224746665,37.0,36,984.92,-4,1035,22.48,3,3121,2019-09-30T23:40:06.395290,E4:49:12:58:E8:AF
1040.627695191705,37.0,35,984.87,-9,1040,22.47,3,3115,2019-09-30T23:45:06.867492,E4:49:12:58:E8:AF
1033.6508114445612,37.0,36,984.86,-7,1033,22.46,3,3115,2019-09-30T23:50:06.315587,E4:49:12:58:E8:AF
1036.6296349227143,37.0,36,984.89,-3,1036,22.45,3,3115,2019-09-30T23:55:06.777453,E4:49:12:58:E8:AF
