humidity,acceleration_z,data_format,acceleration_x,acceleration,battery,acceleration_y,temperature,pressure,time,device_mac
29.5,1040,3,9,1040.2124782946992,3139,-19,22.66,1012.58,2019-09-26T17:20:06.390780,E4:49:12:58:E8:AF
29.5,1036,3,10,1036.2412846436875,3151,-20,22.65,1012.63,2019-09-26T17:25:06.852490,E4:49:12:58:E8:AF
29.5,1033,3,13,1033.1766547885215,3145,-14,22.64,1012.68,2019-09-26T17:30:07.247561,E4:49:12:58:E8:AF
29.5,1039,3,8,1039.2232676379028,3139,-20,22.63,1012.69,2019-09-26T17:35:06.664021,E4:49:12:58:E8:AF
29.5,1030,3,9,1030.1635792436073,3151,-16,22.63,1012.72,2019-09-26T17:40:08.983536,E4:49:12:58:E8:AF
29.5,1039,3,12,1039.2251921503828,3151,-18,22.62,1012.76,2019-09-26T17:45:06.572888,E4:49:12:58:E8:AF
30.0,1037,3,9,1037.1624752178416,3151,-16,22.61,1012.81,2019-09-26T17:50:08.035714,E4:49:12:58:E8:AF
30.0,1035,3,12,1035.24393260719,3139,-19,22.62,1012.86,2019-09-26T17:55:07.469850,E4:49:12:58:E8:AF
29.5,1036,3,6,1036.2301867828403,3151,-21,22.77,1012.9,2019-09-26T18:00:07.907273,E4:49:12:58:E8:AF
30.0,1036,3,9,1036.2132985056696,3145,-19,22.81,1012.92,2019-09-26T18:05:07.286747,E4:49:12:58:E8:AF
30.0,1040,3,6,1040.0985530227413,3151,-13,22.82,1012.95,2019-09-26T18:10:06.619064,E4:49:12:58:E8:AF
30.0,1035,3,8,1035.170517354508,3151,-17,22.81,1012.91,2019-09-26T18:15:07.080347,E4:49:12:58:E8:AF
30.0,1044,3,13,1044.1886802680826,3145,-15,22.8,1012.86,2019-09-26T18:20:06.658712,E4:49:12:58:E8:AF
30.0,1038,3,8,1038.2639356156026,3145,-22,22.78,1012.87,2019-09-26T18:25:07.050777,E4:49:12:58:E8:AF
30.0,1035,3,11,1035.1169016106346,3145,-11,22.77,1012.88,2019-09-26T18:30:06.436874,E4:49:12:58:E8:AF
30.5,1038,3,6,1038.2099980254477,3139,-20,22.75,1012.93,2019-09-26T18:35:08.010379,E4:49:12:58:E8:AF
30.5,1036,3,12,1036.2089557613367,3145,-17,22.74,1012.96,2019-09-26T18:40:06.409547,E4:49:12:58:E8:AF
30.5,1037,3,10,1037.1716347837516,3145,-16,22.73,1012.99,2019-09-26T18:45:07.789174,E4:49:12:58:E8:AF
30.5,1040,3,7,1040.1793114650955,3151,-18,22.71,1012.99,2019-09-26T18:50:07.227456,E4:49:12:58:E8:AF
30.5,1038,3,7,1038.1628003352846,3139,-17,22.7,1013.01,2019-09-26T18:55:06.626226,E4:49:12:58:E8:AF
30.5,1034,3,12,1034.226280849602,3145,-18,22.7,1013.0,2019-09-26T19:00:07.120087,E4:49:12:58:E8:AF
30.5,1034,3,9,1034.0976743035446,3139,-11,22.69,1012.99,2019-09-26T19:05:07.588005,E4:49:12:58:E8:AF
31.0,1036,3,12,1036.3247560489906,3139,-23,22.69,1013.01,2019-09-26T19:10:07.104057,E4:49:12:58:E8:AF
31.0,1040,3,9,1040.2312242958294,3139,-20,22.68,1012.99,2019-09-26T19:15:07.545337,E4:49:12:58:E8:AF
31.0,1033,3,11,1033.2521473483614,3139,-20,22.68,1012.95,2019-09-26T19:20:07.968830,E4:49:12:58:E8:AF
31.5,1036,3,11,1036.1819338320854,3139,-16,22.67,1012.94,2019-09-26T19:25:06.459495,E4:49:12:58:E8:AF
31.5,1033,3,11,1033.1824621043468,3139,-16,22.67,1012.95,2019-09-26T19:30:07.901521,E4:49:12:58:E8:AF
31.5,1032,3,8,1032.1400098823804,3151,-15,22.67,1012.98,2019-09-26T19:35:06.299025,E4:49:12:58:E8:AF
31.5,1038,3,9,1038.2514146390556,3151,-21,22.66,1012.98,2019-09-26T19:40:07.732316,E4:49:12:58:E8:AF
31.5,1037,3,11,1037.2709385690896,3145,-21,22.66,1013.03,2019-09-26T19:45:06.233611,E4:49:12:58:E8:AF
32.0,1040,3,13,1040.2369922282132,3145,-18,22.66,1013.08,2019-09-26T19:50:06.717569,E4:49:12:58:E8:AF
32.0,1035,3,7,1035.2366879124793,3139,-21,22.66,1013.09,2019-09-26T19:55:07.187378,E4:49:12:58:E8:AF
32.0,1036,3,9,1036.195444884796,3139,-18,22.66,1013.12,2019-09-26T20:00:06.624541,E4:49:12:58:E8:AF
32.0,1037,3,11,1037.1976667925935,3139,-17,22.65,1013.17,2019-09-26T20:05:07.136379,E4:49:12:58:E8:AF
32.0,1033,3,10,1033.223112401189,3145,-19,22.65,1013.18,2019-09-26T20:10:06.589211,E4:49:12:58:E8:AF
32.0,1036,3,11,1036.2147460830695,3145,-18,22.65,1013.17,2019-09-26T20:15:07.044789,E4:49:12:58:E8:AF
32.0,1037,3,13,1037.2376776804822,3139,-18,22.65,1013.18,2019-09-26T20:20:07.544909,E4:49:12:58:E8:AF
32.0,1039,3,6,1039.191031524041,3151,-19,22.65,1013.18,2019-09-26T20:25:07.019669,E4:49:12:58:E8:AF
32.0,1035,3,12,1035.1932186794888,3139,-16,22.64,1013.21,2019-09-26T20:30:06.414919,E4:49:12:58:E8:AF
32.0,1039,3,9,1039.1780405686025,3139,-17,22.64,1013.26,2019-09-26T20:35:06.769814,E4:49:12:58:E8:AF
32.5,1033,3,16,1033.2637610987815,3139,-17,22.64,1013.24,2019-09-26T20:40:07.231929,E4:49:12:58:E8:AF
32.5,1038,3,11,1038.1666532883821,3145,-15,22.64,1013.2,2019-09-26T20:45:06.802991,E4:49:12:58:E8:AF
32.5,1041,3,12,1041.2612544409785,3151,-20,22.63,1013.19,2019-09-26T20:50:07.245890,E4:49:12:58:E8:AF
32.5,1034,3,13,1034.2949289250141,3139,-21,22.63,1013.15,2019-09-26T20:55:06.692047,E4:49:12:58:E8:AF
32.5,1036,3,12,1036.2436972064052,3151,-19,22.63,1013.09,2019-09-26T21:00:07.229889,E4:49:12:58:E8:AF
32.0,1038,3,9,1038.178212061879,3145,-17,22.63,1013.06,2019-09-26T21:05:07.630406,E4:49:12:58:E8:AF
32.0,1029,3,12,1029.2103769395255,3133,-17,22.63,1013.08,2019-09-26T21:10:06.028344,E4:49:12:58:E8:AF
32.0,1035,3,9,1035.108689945167,3145,-12,22.63,1013.07,2019-09-26T21:15:06.452461,E4:49:12:58:E8:AF
32.0,1039,3,11,1039.1525393319307,3139,-14,22.63,1013.11,2019-09-26T21:20:07.792624,E4:49:12:58:E8:AF
32.0,1031,3,10,1031.1726334615364,3145,-16,22.63,1013.09,2019-09-26T21:25:07.268968,E4:49:12:58:E8:AF
32.0,1038,3,9,1038.178212061879,3139,-17,22.62,1013.1,2019-09-26T21:30:06.823559,E4:49:12:58:E8:AF
32.0,1033,3,15,1033.2656967111604,3151,-18,22.62,1013.11,2019-09-26T21:35:06.263882,E4:49:12:58:E8:AF
32.0,1037,3,10,1037.1875433112375,3139,-17,22.62,1013.14,2019-09-26T21:40:06.784034,E4:49:12:58:E8:AF
32.0,1034,3,10,1034.20500869025,3145,-18,22.62,1013.12,2019-09-26T21:45:06.363902,E4:49:12:58:E8:AF
32.0,1035,3,10,1035.1569929242617,3139,-15,22.63,1013.09,2019-09-26T21:50:07.669989,E4:49:12:58:E8:AF
32.0,1038,3,11,1038.1666532883821,3139,-15,22.63,1013.06,2019-09-26T21:55:07.235549,E4:49:12:58:E8:AF
32.0,1036,3,8,1036.2239140263073,3139,-20,22.63,1013.05,2019-09-26T22:00:06.655665,E4:49:12:58:E8:AF
32.0,1034,3,10,1034.20500869025,3139,-18,22.62,1013.01,2019-09-26T22:05:06.163542,E4:49:12:58:E8:AF
32.0,1035,3,12,1035.1932186794888,3139,-16,22.62,1013.02,2019-09-26T22:10:07.601491,E4:49:12:58:E8:AF
32.0,1037,3,10,1037.1716347837516,3139,-16,22.61,1013.01,2019-09-26T22:15:06.921074,E4:49:12:58:E8:AF
32.0,1037,3,10,1037.1566901871674,3151,-15,22.61,1012.99,2019-09-26T22:20:06.418236,E4:49:12:58:E8:AF
32.0,1036,3,13,1036.1761433269924,3139,-14,22.61,1012.97,2019-09-26T22:25:06.847526,E4:49:12:58:E8:AF
32.0,1037,3,12,1037.2087543016594,3145,-17,22.6,1012.96,2019-09-26T22:30:06.219890,E4:49:12:58:E8:AF
31.5,1035,3,13,1035.221232394313,3139,-17,22.6,1012.92,2019-09-26T22:35:06.618218,E4:49:12:58:E8:AF
31.5,1036,3,9,1036.1626320225992,3139,-16,22.59,1012.94,2019-09-26T22:40:08.214592,E4:49:12:58:E8:AF
31.5,1036,3,9,1036.2321168541341,3145,-20,22.59,1012.93,2019-09-26T22:45:06.582412,E4:49:12:58:E8:AF
31.5,1040,3,8,1040.2043068551486,3145,-19,22.59,1012.88,2019-09-26T22:50:07.099246,E4:49:12:58:E8:AF
31.5,1034,3,9,1034.178901351212,3139,-17,22.58,1012.84,2019-09-26T22:55:06.533601,E4:49:12:58:E8:AF
31.5,1038,3,8,1038.1392006855342,3139,-15,22.57,1012.79,2019-09-26T23:00:07.003577,E4:49:12:58:E8:AF
31.5,1035,3,8,1035.154577828838,3139,-16,22.57,1012.84,2019-09-26T23:05:06.464101,E4:49:12:58:E8:AF
31.5,1030,3,16,1030.2645291380268,3145,-17,22.56,1012.85,2019-09-26T23:10:06.992571,E4:49:12:58:E8:AF
31.5,1036,3,11,1036.271200024395,3139,-21,22.55,1012.94,2019-09-26T23:15:06.481265,E4:49:12:58:E8:AF
31.5,1041,3,9,1041.2122742265383,3139,-19,22.55,1012.92,2019-09-26T23:20:06.899018,E4:49:12:58:E8:AF
31.5,1037,3,9,1037.1475304892742,3145,-15,22.54,1012.91,2019-09-26T23:25:06.255003,E4:49:12:58:E8:AF
31.5,1037,3,7,1037.1629573022747,3139,-17,22.53,1012.92,2019-09-26T23:30:06.846196,E4:49:12:58:E8:AF
31.5,1038,3,10,1038.2408198486514,3139,-20,22.53,1012.88,2019-09-26T23:35:06.240140,E4:49:12:58:E8:AF
31.5,1035,3,12,1035.2627685761718,3139,-20,22.53,1012.89,2019-09-26T23:40:06.717685,E4:49:12:58:E8:AF
31.5,1035,3,14,1035.251177251202,3139,-18,22.52,1012.89,2019-09-26T23:45:07.098054,E4:49:12:58:E8:AF
31.5,1034,3,12,1034.2441684631342,3139,-19,22.52,1012.87,2019-09-26T23:50:06.546931,E4:49:12:58:E8:AF
31.5,1035,3,7,1035.1632721459935,3139,-17,22.51,1012.79,2019-09-26T23:55:06.923783,E4:49:12:58:E8:AF
