acceleration_y,data_format,pressure,acceleration_z,battery,temperature,acceleration,acceleration_x,humidity,time,device_mac
-75,3,989.34,993,3085,21.78,1033.101640691757,275,37.5,2019-10-12T08:50:06.850692,E4:49:12:58:E8:AF
-75,3,989.55,992,3079,21.79,1032.9438513297807,278,38.0,2019-10-12T08:55:06.371917,E4:49:12:58:E8:AF
-71,3,989.58,991,3067,21.82,1031.4315294773571,277,38.0,2019-10-12T09:00:06.881439,E4:49:12:58:E8:AF
-73,3,989.68,996,3067,21.84,1036.6431401403281,278,38.0,2019-10-12T09:05:06.210684,E4:49:12:58:E8:AF
-75,3,989.71,992,3067,21.85,1033.4839137596675,280,38.0,2019-10-12T09:10:06.698233,E4:49:12:58:E8:AF
-71,3,989.79,994,3073,21.86,1035.6645209719218,282,38.0,2019-10-12T09:15:07.270744,E4:49:12:58:E8:AF
-74,3,989.8,992,3073,21.86,1033.6832203339668,281,38.0,2019-10-12T09:20:06.855059,E4:49:12:58:E8:AF
-77,3,989.85,995,3073,21.86,1035.4371057674146,276,38.0,2019-10-12T09:25:06.108608,E4:49:12:58:E8:AF
-72,3,989.89,991,3073,21.86,1032.5822001177437,281,38.0,2019-10-12T09:30:06.651966,E4:49:12:58:E8:AF
-75,3,989.97,989,3067,21.86,1030.0631048629982,278,38.0,2019-10-12T09:35:06.112664,E4:49:12:58:E8:AF
-74,3,989.98,995,3067,21.86,1035.2183344589682,276,38.0,2019-10-12T09:40:06.583108,E4:49:12:58:E8:AF
-74,3,990.05,1000,3067,21.87,1040.8251534239553,279,38.0,2019-10-12T09:45:09.056353,E4:49:12:58:E8:AF
-72,3,990.04,996,3079,21.87,1036.3054568996538,277,38.0,2019-10-12T09:50:06.394962,E4:49:12:58:E8:AF
-73,3,990.03,992,3067,21.87,1032.8005615800178,278,38.0,2019-10-12T09:55:06.817772,E4:49:12:58:E8:AF
-74,3,990.04,994,3073,21.87,1033.9908123382916,275,38.0,2019-10-12T10:00:07.296358,E4:49:12:58:E8:AF
-71,3,990.14,994,3067,21.86,1035.1217319716557,280,38.0,2019-10-12T10:05:06.697353,E4:49:12:58:E8:AF
-72,3,990.19,995,3061,21.86,1035.8812673274867,279,38.0,2019-10-12T10:10:07.020005,E4:49:12:58:E8:AF
-74,3,990.2,995,3073,21.86,1036.562588558935,281,38.0,2019-10-12T10:15:06.484265,E4:49:12:58:E8:AF
-73,3,990.26,997,3073,21.85,1037.6039706940217,278,38.0,2019-10-12T10:20:07.994693,E4:49:12:58:E8:AF
