temperature,battery,humidity,pressure,acceleration,acceleration_z,acceleration_y,acceleration_x,data_format,time,device_mac
21.98,3043,36.0,995.99,1031.7019918561755,1030,22,-55,3,2019-10-09T22:30:06.323493,E4:49:12:58:E8:AF
21.98,3037,35.5,995.96,1027.8818025434637,1026,27,-56,3,2019-10-09T22:35:06.714363,E4:49:12:58:E8:AF
21.99,3037,36.0,995.88,1030.7366297944398,1029,21,-56,3,2019-10-09T22:40:07.156221,E4:49:12:58:E8:AF
21.99,3031,36.0,995.76,1027.9421189930881,1026,25,-58,3,2019-10-09T22:45:07.656968,E4:49:12:58:E8:AF
21.99,3037,36.0,995.77,1031.649165171959,1030,22,-54,3,2019-10-09T22:50:07.080171,E4:49:12:58:E8:AF
21.99,3037,36.5,995.79,1026.9542346180767,1025,23,-59,3,2019-10-09T22:55:06.455996,E4:49:12:58:E8:AF
21.98,3025,36.5,995.74,1029.7931831197952,1028,21,-57,3,2019-10-09T23:00:07.981104,E4:49:12:58:E8:AF
21.97,3025,37.0,995.66,1029.88591601206,1028,20,-59,3,2019-10-09T23:05:08.293683,E4:49:12:58:E8:AF
21.96,3031,37.0,995.66,1029.7271483261961,1028,23,-55,3,2019-10-09T23:10:06.742548,E4:49:12:58:E8:AF
21.95,3037,37.0,995.58,1028.6758478743438,1027,23,-54,3,2019-10-09T23:15:07.152196,E4:49:12:58:E8:AF
21.94,3043,36.5,995.51,1029.6688788149324,1028,25,-53,3,2019-10-09T23:20:06.596199,E4:49:12:58:E8:AF
21.93,3037,37.0,995.51,1033.786244830139,1032,21,-57,3,2019-10-09T23:25:07.077254,E4:49:12:58:E8:AF
21.93,3043,37.0,995.44,1034.9173880073713,1033,22,-59,3,2019-10-09T23:30:06.619652,E4:49:12:58:E8:AF
21.92,3037,37.0,995.46,1028.683138775007,1027,18,-56,3,2019-10-09T23:35:07.044087,E4:49:12:58:E8:AF
21.91,3037,37.0,995.5,1030.8084206097658,1029,19,-58,3,2019-10-09T23:40:06.498065,E4:49:12:58:E8:AF
21.9,3031,37.0,995.5,1028.5727976181365,1027,23,-52,3,2019-10-09T23:45:06.982633,E4:49:12:58:E8:AF
21.89,3031,37.0,995.5,1028.633073549553,1027,21,-54,3,2019-10-09T23:50:06.466523,E4:49:12:58:E8:AF
21.88,3031,37.0,995.49,1028.6539748622954,1027,22,-54,3,2019-10-09T23:55:06.956391,E4:49:12:58:E8:AF
