acceleration,pressure,acceleration_x,data_format,humidity,temperature,battery,acceleration_z,acceleration_y,time,device_mac
1034.550143782311,983.08,33,3,31.5,22.28,3115,1034,-7,2019-10-01T18:10:08.507639,E4:49:12:58:E8:AF
1033.5347115602842,983.12,32,3,31.5,22.28,3115,1033,-9,2019-10-01T18:15:07.969484,E4:49:12:58:E8:AF
1032.4698542814701,983.11,31,3,32.0,22.28,3115,1032,-3,2019-10-01T18:20:06.447885,E4:49:12:58:E8:AF
1038.500842561045,983.09,32,3,32.0,22.27,3115,1038,-4,2019-10-01T18:25:06.961565,E4:49:12:58:E8:AF
1035.4684930020808,983.05,31,3,32.0,22.27,3115,1035,-3,2019-10-01T18:30:06.423491,E4:49:12:58:E8:AF
1034.5665759147644,983.08,34,3,32.0,22.27,3109,1034,-4,2019-10-01T18:35:06.862071,E4:49:12:58:E8:AF
1034.5385444728486,983.06,33,3,32.0,22.27,3121,1034,-5,2019-10-01T18:40:06.338092,E4:49:12:58:E8:AF
1037.5557816329683,983.01,33,3,32.0,22.27,3115,1037,-8,2019-10-01T18:45:06.843741,E4:49:12:58:E8:AF
1030.5362681633287,983.04,33,3,32.0,22.27,3127,1030,-4,2019-10-01T18:50:06.310937,E4:49:12:58:E8:AF
1034.5283949703846,982.98,33,3,32.0,22.26,3109,1034,-2,2019-10-01T18:55:06.710960,E4:49:12:58:E8:AF
1035.3907474958428,983.02,28,3,32.0,22.26,3109,1035,-5,2019-10-01T19:00:08.198640,E4:49:12:58:E8:AF
1035.5756853074527,982.94,34,3,32.0,22.26,3115,1035,-6,2019-10-01T19:05:06.681278,E4:49:12:58:E8:AF
1034.4766792924818,982.97,31,3,32.0,22.27,3115,1034,-5,2019-10-01T19:10:07.153702,E4:49:12:58:E8:AF
1032.5449142773402,982.97,33,3,31.5,22.28,3115,1032,-6,2019-10-01T19:15:06.589799,E4:49:12:58:E8:AF
1030.6022511133963,983.02,35,3,31.5,22.24,3115,1030,-4,2019-10-01T19:20:07.126191,E4:49:12:58:E8:AF
1038.5287670546252,982.95,33,3,31.0,22.07,3115,1038,-3,2019-10-01T19:25:06.460169,E4:49:12:58:E8:AF
1034.6385842408934,982.97,36,3,31.0,22.11,3109,1034,-5,2019-10-01T19:30:06.962469,E4:49:12:58:E8:AF
1030.4741627037527,982.99,31,3,31.0,22.13,3115,1030,-4,2019-10-01T19:35:06.402753,E4:49:12:58:E8:AF
1035.6847976097747,983.02,37,3,31.5,22.14,3121,1035,-7,2019-10-01T19:40:06.795596,E4:49:12:58:E8:AF
1033.5347115602842,982.99,33,3,31.5,22.15,3115,1033,-4,2019-10-01T19:45:06.246979,E4:49:12:58:E8:AF
1036.6084120824025,982.98,35,3,31.5,22.16,3115,1036,-6,2019-10-01T19:50:06.761834,E4:49:12:58:E8:AF
1035.5066392833992,982.98,32,3,32.0,22.16,3115,1035,-5,2019-10-01T19:55:07.318373,E4:49:12:58:E8:AF
1033.4998790517589,982.95,32,3,32.0,22.16,3115,1033,-3,2019-10-01T20:00:07.796951,E4:49:12:58:E8:AF
1033.4727862890247,982.96,31,3,32.0,22.16,3121,1033,-4,2019-10-01T20:05:08.161118,E4:49:12:58:E8:AF
1030.4489312915998,983.01,30,3,32.0,22.16,3121,1030,-5,2019-10-01T20:10:06.618939,E4:49:12:58:E8:AF
1036.5177277789319,983.08,32,3,32.0,22.17,3115,1036,-7,2019-10-01T20:15:07.109160,E4:49:12:58:E8:AF
1035.471873109067,983.14,31,3,32.0,22.18,3109,1035,-4,2019-10-01T20:20:06.573833,E4:49:12:58:E8:AF
1036.5490822918132,983.18,33,3,32.0,22.17,3115,1036,-7,2019-10-01T20:25:07.065695,E4:49:12:58:E8:AF
1031.5086039389105,983.21,32,3,32.0,22.18,3121,1031,-5,2019-10-01T20:30:06.493626,E4:49:12:58:E8:AF
1032.5720313857043,983.23,34,3,32.5,22.18,3121,1032,-5,2019-10-01T20:35:07.904399,E4:49:12:58:E8:AF
1033.610177968464,983.25,35,3,32.5,22.18,3103,1033,-6,2019-10-01T20:40:06.319862,E4:49:12:58:E8:AF
1030.5144346393213,983.26,32,3,32.5,22.18,3115,1030,-6,2019-10-01T20:45:06.762015,E4:49:12:58:E8:AF
1038.51673072705,983.26,32,3,32.0,22.18,3109,1038,-7,2019-10-01T20:50:06.265061,E4:49:12:58:E8:AF
1026.5008524107518,983.35,32,3,32.0,22.18,3115,1026,-2,2019-10-01T20:55:06.624470,E4:49:12:58:E8:AF
1031.5401107082555,983.4,33,3,32.0,22.19,3115,1031,-5,2019-10-01T21:00:07.074312,E4:49:12:58:E8:AF
1032.4732442053887,983.4,31,3,32.0,22.19,3115,1032,-4,2019-10-01T21:05:06.570413,E4:49:12:58:E8:AF
1040.4965160921972,983.47,32,3,32.0,22.2,3115,1040,-3,2019-10-01T21:10:07.072730,E4:49:12:58:E8:AF
1036.6296349227143,983.51,36,3,32.0,22.2,3121,1036,-3,2019-10-01T21:15:06.533273,E4:49:12:58:E8:AF
1034.4525122015027,983.51,30,3,32.0,22.21,3115,1034,-6,2019-10-01T21:20:08.023355,E4:49:12:58:E8:AF
1030.6119541321068,983.58,35,3,32.0,22.21,3121,1030,-6,2019-10-01T21:25:07.400008,E4:49:12:58:E8:AF
1040.627214712358,983.58,36,3,32.0,22.21,3115,1040,-3,2019-10-01T21:30:06.843102,E4:49:12:58:E8:AF
1034.6695124531311,983.6,37,3,32.0,22.22,3121,1034,-4,2019-10-01T21:35:06.343862,E4:49:12:58:E8:AF
1035.5182277487925,983.6,32,3,32.0,22.22,3109,1035,-7,2019-10-01T21:40:07.809207,E4:49:12:58:E8:AF
1032.6451471827097,983.63,36,3,32.0,22.22,3115,1032,-6,2019-10-01T21:45:06.184925,E4:49:12:58:E8:AF
1035.396059486417,983.71,28,3,32.0,22.22,3115,1035,-6,2019-10-01T21:50:06.585649,E4:49:12:58:E8:AF
1036.4366840285036,983.71,29,3,32.0,22.23,3115,1036,-8,2019-10-01T21:55:08.069576,E4:49:12:58:E8:AF
1040.6060734014577,983.77,35,3,32.5,22.24,3115,1040,-6,2019-10-01T22:00:07.597986,E4:49:12:58:E8:AF
1034.5385444728486,983.8,33,3,32.5,22.24,3115,1034,-5,2019-10-01T22:05:06.860998,E4:49:12:58:E8:AF
1036.5596943736525,983.84,34,3,32.5,22.23,3109,1036,-2,2019-10-01T22:10:07.262010,E4:49:12:58:E8:AF
1031.4407399361342,983.96,30,3,32.5,22.23,3115,1031,-3,2019-10-01T22:15:06.676544,E4:49:12:58:E8:AF
1036.5645180113006,984.04,33,3,32.5,22.23,3103,1036,-9,2019-10-01T22:20:06.110252,E4:49:12:58:E8:AF
1035.6036886763197,984.09,35,3,32.5,22.23,3109,1035,-5,2019-10-01T22:25:06.604808,E4:49:12:58:E8:AF
1033.5313251179182,984.1,33,3,32.5,22.21,3103,1033,-3,2019-10-01T22:30:08.044946,E4:49:12:58:E8:AF
1038.536470231065,984.1,33,3,32.5,22.21,3115,1038,-5,2019-10-01T22:35:06.512069,E4:49:12:58:E8:AF
1032.4698542814701,984.09,31,3,32.5,22.2,3115,1032,-3,2019-10-01T22:40:07.045119,E4:49:12:58:E8:AF
1030.6721108092524,984.06,37,3,32.5,22.2,3115,1030,-4,2019-10-01T22:45:06.579943,E4:49:12:58:E8:AF
1031.5008482788562,984.18,32,3,32.5,22.2,3115,1031,-3,2019-10-01T22:50:07.855195,E4:49:12:58:E8:AF
1031.551743733682,984.25,33,3,32.5,22.19,3109,1031,-7,2019-10-01T22:55:06.244971,E4:49:12:58:E8:AF
1031.5914889140954,984.27,34,3,32.5,22.19,3121,1031,-8,2019-10-01T23:00:06.689268,E4:49:12:58:E8:AF
1031.5454425278608,984.33,33,3,32.5,22.19,3115,1031,-6,2019-10-01T23:05:08.170873,E4:49:12:58:E8:AF
1033.6629044325814,984.41,37,3,32.5,22.19,3115,1033,-1,2019-10-01T23:10:06.524632,E4:49:12:58:E8:AF
1034.5709255531976,984.44,34,3,32.5,22.18,3115,1034,-5,2019-10-01T23:15:06.955333,E4:49:12:58:E8:AF
1033.5985681104632,984.55,34,3,32.5,22.17,3115,1033,-9,2019-10-01T23:20:07.507904,E4:49:12:58:E8:AF
1033.407470458773,984.59,29,3,32.5,22.17,3109,1033,-1,2019-10-01T23:25:07.968866,E4:49:12:58:E8:AF
1037.480602228302,984.62,31,3,32.5,22.16,3115,1037,-6,2019-10-01T23:30:06.415505,E4:49:12:58:E8:AF
1038.4748432196131,984.68,31,3,32.5,22.16,3115,1038,-5,2019-10-01T23:35:06.964158,E4:49:12:58:E8:AF
1029.6028360489302,984.75,35,3,32.5,22.15,3115,1029,-4,2019-10-01T23:40:06.375984,E4:49:12:58:E8:AF
1036.558247277981,984.78,34,3,32.5,22.15,3115,1036,-1,2019-10-01T23:45:06.860903,E4:49:12:58:E8:AF
1037.569274795664,984.84,34,3,32.5,22.14,3109,1037,-5,2019-10-01T23:50:07.276496,E4:49:12:58:E8:AF
1035.4371057674146,984.9,29,3,32.5,22.15,3115,1035,-8,2019-10-01T23:55:06.635515,E4:49:12:58:E8:AF
