pressure,acceleration_x,battery,acceleration_y,acceleration,temperature,data_format,humidity,acceleration_z,time,device_mac
995.73,-61,3031,22,1027.049171169521,21.77,3,31.5,1025,2019-10-08T18:55:07.039817,E4:49:12:58:E8:AF
995.7,-56,3037,24,1028.8056181806162,21.78,3,31.0,1027,2019-10-08T19:00:06.373924,E4:49:12:58:E8:AF
995.68,-60,3037,20,1033.936168242508,21.79,3,31.0,1032,2019-10-08T19:05:07.827850,E4:49:12:58:E8:AF
995.66,-62,3037,22,1033.0968008855705,21.81,3,30.5,1031,2019-10-08T19:10:06.331083,E4:49:12:58:E8:AF
995.65,-60,3031,22,1025.9922026994163,21.82,3,30.5,1024,2019-10-08T19:15:07.759307,E4:49:12:58:E8:AF
995.65,-61,3043,22,1033.0372694148068,21.84,3,30.5,1031,2019-10-08T19:20:07.251345,E4:49:12:58:E8:AF
995.68,-55,3037,21,1030.6827834013723,21.85,3,31.0,1029,2019-10-08T19:25:06.664669,E4:49:12:58:E8:AF
995.67,-59,3043,26,1028.0238324085683,21.85,3,31.5,1026,2019-10-08T19:30:07.075027,E4:49:12:58:E8:AF
995.63,-56,3043,29,1029.9325220615183,21.84,3,31.0,1028,2019-10-08T19:35:06.473932,E4:49:12:58:E8:AF
995.61,-54,3049,22,1029.6523685205605,21.84,3,31.0,1028,2019-10-08T19:40:06.986648,E4:49:12:58:E8:AF
995.61,-61,3049,22,1031.0412212904002,21.84,3,31.5,1029,2019-10-08T19:45:07.467264,E4:49:12:58:E8:AF
995.6,-59,3037,20,1032.8804383857794,21.84,3,31.0,1031,2019-10-08T19:50:08.002161,E4:49:12:58:E8:AF
995.56,-55,3037,26,1028.8002721617058,21.84,3,31.0,1027,2019-10-08T19:55:07.439056,E4:49:12:58:E8:AF
995.53,-51,3031,22,1029.499392909,21.84,3,31.5,1028,2019-10-08T20:00:06.965517,E4:49:12:58:E8:AF
995.56,-59,3037,23,1030.946652354039,21.84,3,31.0,1029,2019-10-08T20:05:06.378251,E4:49:12:58:E8:AF
995.55,-57,3037,20,1031.7698386752736,21.84,3,31.0,1030,2019-10-08T20:10:06.860167,E4:49:12:58:E8:AF
995.55,-60,3049,22,1032.9787025878122,21.84,3,30.5,1031,2019-10-08T20:15:06.278920,E4:49:12:58:E8:AF
995.56,-58,3043,23,1028.8935805028623,21.84,3,30.5,1027,2019-10-08T20:20:07.742429,E4:49:12:58:E8:AF
995.51,-57,3037,26,1030.9054272822507,21.84,3,30.5,1029,2019-10-08T20:25:07.281968,E4:49:12:58:E8:AF
995.44,-57,3037,20,1025.7801908791182,21.85,3,30.0,1024,2019-10-08T20:30:06.717198,E4:49:12:58:E8:AF
995.37,-58,3055,23,1029.8917418835827,21.85,3,30.0,1028,2019-10-08T20:35:06.124220,E4:49:12:58:E8:AF
995.37,-58,3043,22,1025.8771856318865,21.85,3,30.0,1024,2019-10-08T20:40:07.705091,E4:49:12:58:E8:AF
995.33,-57,3037,20,1029.7732760175902,21.85,3,30.5,1028,2019-10-08T20:45:08.083610,E4:49:12:58:E8:AF
995.3,-56,3037,24,1027.8073749492169,21.85,3,30.5,1026,2019-10-08T20:50:08.627850,E4:49:12:58:E8:AF
995.31,-59,3031,26,1034.0120889041868,21.84,3,31.0,1032,2019-10-08T20:55:07.229998,E4:49:12:58:E8:AF
995.29,-59,3037,23,1030.946652354039,21.84,3,30.5,1029,2019-10-08T21:00:06.597252,E4:49:12:58:E8:AF
995.29,-59,3043,24,1030.9694466859821,21.83,3,31.0,1029,2019-10-08T21:05:07.130747,E4:49:12:58:E8:AF
995.28,-57,3037,21,1031.78970725628,21.83,3,30.5,1030,2019-10-08T21:10:06.716124,E4:49:12:58:E8:AF
995.29,-57,3037,22,1028.8158241395784,21.83,3,31.5,1027,2019-10-08T21:15:07.060603,E4:49:12:58:E8:AF
995.24,-60,3019,24,1032.025193490934,21.82,3,31.0,1030,2019-10-08T21:20:07.559750,E4:49:12:58:E8:AF
995.2,-53,3037,22,1032.5957582713577,21.82,3,31.5,1031,2019-10-08T21:25:08.048390,E4:49:12:58:E8:AF
995.2,-55,3037,27,1026.829586640354,21.82,3,31.0,1025,2019-10-08T21:30:06.595124,E4:49:12:58:E8:AF
995.14,-59,3031,22,1027.9304451177618,21.82,3,30.5,1026,2019-10-08T21:35:07.013148,E4:49:12:58:E8:AF
995.08,-57,3031,25,1031.8788688601003,21.82,3,30.5,1030,2019-10-08T21:40:06.506646,E4:49:12:58:E8:AF
995.08,-57,3043,24,1031.8551254900078,21.82,3,30.5,1030,2019-10-08T21:45:06.933442,E4:49:12:58:E8:AF
995.08,-59,3031,20,1028.8877489794502,21.82,3,31.0,1027,2019-10-08T21:50:07.368158,E4:49:12:58:E8:AF
995.07,-58,3037,23,1032.8862473670563,21.81,3,30.5,1031,2019-10-08T21:55:07.806120,E4:49:12:58:E8:AF
995.05,-57,3043,24,1030.856925087085,21.81,3,30.5,1029,2019-10-08T22:00:06.336852,E4:49:12:58:E8:AF
995.02,-58,3031,24,1034.9053096781367,21.81,3,31.5,1033,2019-10-08T22:05:08.751774,E4:49:12:58:E8:AF
995.03,-55,3049,25,1029.773761561247,21.8,3,31.5,1028,2019-10-08T22:10:06.154565,E4:49:12:58:E8:AF
995.01,-57,3037,22,1027.8175908204723,21.79,3,31.0,1026,2019-10-08T22:15:06.691202,E4:49:12:58:E8:AF
994.99,-60,3049,21,1031.9597860381964,21.79,3,31.5,1030,2019-10-08T22:20:06.274739,E4:49:12:58:E8:AF
994.97,-58,3043,22,1030.8680807940461,21.78,3,31.5,1029,2019-10-08T22:25:07.630474,E4:49:12:58:E8:AF
994.99,-60,3031,21,1032.9578887834682,21.78,3,31.0,1031,2019-10-08T22:30:07.111812,E4:49:12:58:E8:AF
994.93,-58,3037,19,1032.804918655987,21.77,3,32.0,1031,2019-10-08T22:35:06.447445,E4:49:12:58:E8:AF
994.93,-59,3037,22,1028.9285689492735,21.77,3,32.0,1027,2019-10-08T22:40:06.852883,E4:49:12:58:E8:AF
994.9,-59,3043,18,1028.8508152302743,21.76,3,32.0,1027,2019-10-08T22:45:07.261788,E4:49:12:58:E8:AF
994.9,-55,3043,24,1023.760225834155,21.76,3,32.0,1022,2019-10-08T22:50:07.690836,E4:49:12:58:E8:AF
994.94,-59,3043,25,1032.989351348793,21.75,3,32.0,1031,2019-10-08T22:55:07.064663,E4:49:12:58:E8:AF
994.95,-61,3037,24,1029.0898891739243,21.75,3,32.0,1027,2019-10-08T23:00:07.505194,E4:49:12:58:E8:AF
994.91,-54,3031,19,1030.591092528943,21.74,3,32.0,1029,2019-10-08T23:05:06.935644,E4:49:12:58:E8:AF
994.93,-65,3043,22,1033.281181479659,21.75,3,31.5,1031,2019-10-08T23:10:06.483196,E4:49:12:58:E8:AF
994.86,-57,3031,21,1031.78970725628,21.75,3,31.5,1030,2019-10-08T23:15:08.027223,E4:49:12:58:E8:AF
994.87,-56,3043,20,1029.7184081097123,21.75,3,31.5,1028,2019-10-08T23:20:07.375812,E4:49:12:58:E8:AF
994.85,-58,3043,21,1029.8490180604144,21.74,3,31.5,1028,2019-10-08T23:25:07.760768,E4:49:12:58:E8:AF
994.83,-58,3043,20,1029.8291120375263,21.74,3,32.0,1028,2019-10-08T23:30:07.253012,E4:49:12:58:E8:AF
994.78,-55,3043,19,1032.640789432608,21.74,3,32.0,1031,2019-10-08T23:35:06.830310,E4:49:12:58:E8:AF
994.77,-61,3037,25,1027.1178121325713,21.73,3,32.5,1025,2019-10-08T23:40:07.225852,E4:49:12:58:E8:AF
994.74,-54,3031,25,1036.709216704472,21.72,3,32.0,1035,2019-10-08T23:45:06.616287,E4:49:12:58:E8:AF
994.71,-58,3037,23,1028.8935805028623,21.72,3,32.5,1027,2019-10-08T23:50:07.024466,E4:49:12:58:E8:AF
994.66,-59,3043,22,1028.9285689492735,21.72,3,33.0,1027,2019-10-08T23:55:07.501938,E4:49:12:58:E8:AF
