temperature,pressure,humidity,acceleration_x,acceleration,acceleration_z,data_format,battery,acceleration_y,time,device_mac
22.02,1002.7,37.0,31,1035.4815304968022,1035,3,3109,-6,2019-10-02T20:50:07.762528,E4:49:12:58:E8:AF
22.03,1002.75,37.0,34,1030.561497437198,1030,3,3103,-1,2019-10-02T20:55:06.295737,E4:49:12:58:E8:AF
22.04,1002.76,37.0,33,1040.5311143834192,1040,3,3115,-4,2019-10-02T21:00:07.672856,E4:49:12:58:E8:AF
22.06,1002.81,37.0,33,1036.5297873192067,1036,3,3103,-3,2019-10-02T21:05:08.050549,E4:49:12:58:E8:AF
22.06,1002.89,37.0,35,1034.5999226754273,1034,3,3115,-4,2019-10-02T21:10:06.554341,E4:49:12:58:E8:AF
22.06,1002.92,37.0,32,1033.5192305903165,1033,3,3109,-7,2019-10-02T21:15:07.027915,E4:49:12:58:E8:AF
22.05,1002.99,37.0,34,1035.5756853074527,1035,3,3109,-6,2019-10-02T21:20:07.574575,E4:49:12:58:E8:AF
22.05,1003.02,37.0,41,1035.8136898110586,1035,3,3103,-2,2019-10-02T21:25:06.968252,E4:49:12:58:E8:AF
22.05,1003.08,37.0,34,1036.5621061952825,1036,3,3109,-3,2019-10-02T21:30:06.355744,E4:49:12:58:E8:AF
22.04,1003.11,36.5,38,1033.7107912757804,1033,3,3109,-5,2019-10-02T21:35:06.775472,E4:49:12:58:E8:AF
22.05,1003.17,36.5,35,1035.5935496129744,1035,3,3115,-2,2019-10-02T21:40:06.329803,E4:49:12:58:E8:AF
22.05,1003.17,36.5,31,1037.4753009108217,1037,3,3115,-5,2019-10-02T21:45:06.651970,E4:49:12:58:E8:AF
22.05,1003.24,36.5,30,1034.4525122015027,1034,3,3115,-6,2019-10-02T21:50:08.079113,E4:49:12:58:E8:AF
22.05,1003.26,36.5,34,1030.5731415091313,1030,3,3103,-5,2019-10-02T21:55:06.617408,E4:49:12:58:E8:AF
22.05,1003.31,36.5,32,1031.5042413873052,1031,3,3115,-4,2019-10-02T22:00:06.962663,E4:49:12:58:E8:AF
22.05,1003.34,36.5,29,1036.4231761206424,1036,3,3109,-6,2019-10-02T22:05:09.530197,E4:49:12:58:E8:AF
22.05,1003.37,36.5,34,1031.5624072250791,1031,3,3109,-2,2019-10-02T22:10:06.939309,E4:49:12:58:E8:AF
22.04,1003.39,36.5,34,1032.5773578768808,1032,3,3103,-6,2019-10-02T22:15:06.408738,E4:49:12:58:E8:AF
22.04,1003.41,36.5,32,1035.5182277487925,1035,3,3103,-7,2019-10-02T22:20:06.924273,E4:49:12:58:E8:AF
22.04,1003.44,36.5,30,1036.4463324263345,1036,3,3109,-5,2019-10-02T22:25:07.313650,E4:49:12:58:E8:AF
22.03,1003.53,36.5,32,1032.4979418865687,1032,3,3115,-2,2019-10-02T22:30:06.682128,E4:49:12:58:E8:AF
22.02,1003.57,36.5,36,1030.6366964163462,1030,3,3103,-4,2019-10-02T22:35:07.116992,E4:49:12:58:E8:AF
22.02,1003.61,36.5,31,1033.4693996437436,1033,3,3115,-3,2019-10-02T22:40:06.522299,E4:49:12:58:E8:AF
22.02,1003.65,36.0,32,1031.5275081159978,1031,3,3115,-8,2019-10-02T22:45:07.878384,E4:49:12:58:E8:AF
22.01,1003.68,36.0,29,1037.4131288932101,1037,3,3115,-4,2019-10-02T22:50:06.366154,E4:49:12:58:E8:AF
22.01,1003.75,36.0,30,1033.4398869794024,1033,3,3103,-3,2019-10-02T22:55:06.847377,E4:49:12:58:E8:AF
22.01,1003.79,36.0,31,1038.4748432196131,1038,3,3103,-5,2019-10-02T23:00:07.329673,E4:49:12:58:E8:AF
22.01,1003.83,36.0,35,1029.6028360489302,1029,3,3103,-4,2019-10-02T23:05:06.811295,E4:49:12:58:E8:AF
22.0,1003.83,36.0,33,1039.528258394162,1039,3,3103,-3,2019-10-02T23:10:06.288526,E4:49:12:58:E8:AF
22.0,1003.84,36.0,34,1029.5634997415166,1029,3,3103,-2,2019-10-02T23:15:06.849445,E4:49:12:58:E8:AF
21.99,1003.86,36.0,36,1039.662445219601,1039,3,3097,-9,2019-10-02T23:20:07.331247,E4:49:12:58:E8:AF
21.99,1003.92,35.5,31,1031.4703098005293,1031,3,3115,-3,2019-10-02T23:25:06.815897,E4:49:12:58:E8:AF
21.99,1003.93,35.5,33,1037.5369872925014,1037,3,3103,-5,2019-10-02T23:30:06.287751,E4:49:12:58:E8:AF
21.99,1004.02,35.5,28,1029.3930250395133,1029,3,3115,-5,2019-10-02T23:35:06.647854,E4:49:12:58:E8:AF
21.99,1004.0,35.5,35,1033.6164665870992,1033,3,3115,-7,2019-10-02T23:40:08.148316,E4:49:12:58:E8:AF
21.98,1004.02,35.5,31,1036.511939149762,1036,3,3121,-10,2019-10-02T23:45:06.544571,E4:49:12:58:E8:AF
21.98,1004.09,35.5,33,1035.5380244104995,1035,3,3109,-5,2019-10-02T23:50:07.977984,E4:49:12:58:E8:AF
21.98,1004.14,35.5,34,1034.5709255531976,1034,3,3103,-5,2019-10-02T23:55:06.392234,E4:49:12:58:E8:AF
