acceleration,acceleration_x,pressure,temperature,acceleration_z,acceleration_y,battery,data_format,humidity,time,device_mac
1038.243227765055,12,1011.3,22.32,1038,-19,3157,3,33.0,2019-09-24T22:35:06.408530,E4:49:12:58:E8:AF
1036.225844109285,12,1011.28,22.32,1036,-18,3163,3,33.0,2019-09-24T22:40:06.807646,E4:49:12:58:E8:AF
1034.1880873419495,10,1011.27,22.31,1034,-17,3163,3,33.0,2019-09-24T22:45:07.201447,E4:49:12:58:E8:AF
1033.2095624799454,12,1011.16,22.31,1033,-17,3157,3,33.5,2019-09-24T22:50:06.590011,E4:49:12:58:E8:AF
1037.222251978813,10,1011.14,22.3,1037,-19,3157,3,33.5,2019-09-24T22:55:09.125585,E4:49:12:58:E8:AF
1036.2412846436875,10,1011.05,22.3,1036,-20,3157,3,33.5,2019-09-24T23:00:06.509995,E4:49:12:58:E8:AF
1038.2254090514257,12,1011.06,22.29,1038,-18,3151,3,33.5,2019-09-24T23:05:07.021107,E4:49:12:58:E8:AF
1034.226280849602,12,1011.13,22.29,1034,-18,3163,3,33.5,2019-09-24T23:10:06.454328,E4:49:12:58:E8:AF
1039.212682755556,9,1011.04,22.28,1039,-19,3157,3,33.0,2019-09-24T23:15:06.982043,E4:49:12:58:E8:AF
1039.1794840161156,7,1011.11,22.28,1039,-18,3157,3,33.0,2019-09-24T23:20:08.394113,E4:49:12:58:E8:AF
1035.1980486844052,11,1011.09,22.27,1035,-17,3157,3,33.0,2019-09-24T23:25:08.832650,E4:49:12:58:E8:AF
1033.325698896529,12,1011.12,22.27,1033,-23,3157,3,33.0,2019-09-24T23:30:07.252354,E4:49:12:58:E8:AF
1039.2372202726383,13,1011.07,22.26,1039,-18,3163,3,33.0,2019-09-24T23:35:06.683140,E4:49:12:58:E8:AF
1041.2122742265383,9,1011.04,22.26,1041,-19,3163,3,33.0,2019-09-24T23:40:08.115916,E4:49:12:58:E8:AF
1039.2502104883117,14,1011.04,22.26,1039,-18,3163,3,33.0,2019-09-24T23:45:06.555964,E4:49:12:58:E8:AF
1036.154428644688,8,1011.03,22.25,1036,-16,3163,3,33.0,2019-09-24T23:50:07.991560,E4:49:12:58:E8:AF
1043.2420620354608,8,1010.96,22.25,1043,-21,3163,3,33.0,2019-09-24T23:55:08.400063,E4:49:12:58:E8:AF
