pressure,humidity,acceleration_z,data_format,acceleration,temperature,battery,acceleration_x,acceleration_y,time,device_mac
995.55,41.0,1028,3,1029.6450844829978,21.83,3037,-53,24,2019-10-10T21:55:06.295453,E4:49:12:58:E8:AF
995.56,41.0,1033,3,1034.5114789116649,21.83,3031,-50,25,2019-10-10T22:00:06.706314,E4:49:12:58:E8:AF
995.59,41.0,1029,3,1030.493571061945,21.83,3031,-50,24,2019-10-10T22:05:07.255972,E4:49:12:58:E8:AF
995.64,41.0,1032,3,1033.63871831506,21.83,3025,-53,24,2019-10-10T22:10:06.577384,E4:49:12:58:E8:AF
995.6,41.0,1027,3,1028.7288272426315,21.83,3037,-55,23,2019-10-10T22:15:06.986542,E4:49:12:58:E8:AF
995.6,40.5,1032,3,1033.6904759162676,21.83,3031,-54,24,2019-10-10T22:20:07.412244,E4:49:12:58:E8:AF
995.59,40.5,1027,3,1028.7516707155328,21.83,3037,-55,24,2019-10-10T22:25:06.873078,E4:49:12:58:E8:AF
995.6,40.5,1027,3,1028.909131070378,21.82,3049,-57,26,2019-10-10T22:30:07.241204,E4:49:12:58:E8:AF
995.59,40.5,1026,3,1027.6983993370818,21.82,3031,-52,28,2019-10-10T22:35:06.661350,E4:49:12:58:E8:AF
995.59,40.5,1026,3,1027.8818025434637,21.82,3031,-56,27,2019-10-10T22:40:07.143072,E4:49:12:58:E8:AF
995.63,40.5,1029,3,1030.5779931669413,21.82,3037,-53,21,2019-10-10T22:45:07.664620,E4:49:12:58:E8:AF
995.67,40.5,1025,3,1026.9201526895847,21.82,3037,-58,24,2019-10-10T22:50:07.000841,E4:49:12:58:E8:AF
995.7,40.5,1026,3,1027.4122833604822,21.81,3037,-50,20,2019-10-10T22:55:06.419852,E4:49:12:58:E8:AF
995.71,40.5,1028,3,1029.6688788149324,21.81,3031,-53,25,2019-10-10T23:00:06.972508,E4:49:12:58:E8:AF
995.75,40.5,1030,3,1031.5764634771385,21.81,3031,-53,21,2019-10-10T23:05:06.465063,E4:49:12:58:E8:AF
995.77,40.5,1029,3,1030.8123010519423,21.81,3043,-57,22,2019-10-10T23:10:07.938298,E4:49:12:58:E8:AF
995.79,40.5,1029,3,1030.7967791955891,21.81,3037,-55,26,2019-10-10T23:15:06.531803,E4:49:12:58:E8:AF
995.8,40.5,1026,3,1027.672126701897,21.8,3049,-53,25,2019-10-10T23:20:07.980143,E4:49:12:58:E8:AF
995.76,40.5,1034,3,1035.6645209719218,21.8,3049,-54,23,2019-10-10T23:25:06.350871,E4:49:12:58:E8:AF
995.8,40.5,1028,3,1029.749969652828,21.8,3037,-55,24,2019-10-10T23:30:08.936481,E4:49:12:58:E8:AF
995.75,40.5,1029,3,1030.7793168278067,21.8,3037,-56,23,2019-10-10T23:35:06.384433,E4:49:12:58:E8:AF
995.71,40.5,1032,3,1033.6870899841983,21.8,3043,-53,26,2019-10-10T23:40:07.013363,E4:49:12:58:E8:AF
995.7,40.5,1028,3,1029.5596145925695,21.8,3037,-53,20,2019-10-10T23:45:06.559173,E4:49:12:58:E8:AF
995.68,40.0,1027,3,1028.581061462829,21.79,3037,-53,21,2019-10-10T23:50:07.952323,E4:49:12:58:E8:AF
995.66,40.5,1028,3,1029.7052976458847,21.79,3043,-55,22,2019-10-10T23:55:06.362574,E4:49:12:58:E8:AF
