temperature,pressure,data_format,acceleration_z,humidity,acceleration,battery,acceleration_x,acceleration_y,time,device_mac
20.15,1016.14,3,1031,29.5,1032.3618551651355,3091,-53,-1,2019-10-06T21:05:06.703537,E4:49:12:58:E8:AF
20.33,1016.1,3,1034,28.5,1035.2569729299098,3097,-51,0,2019-10-06T21:10:07.138678,E4:49:12:58:E8:AF
20.48,1016.09,3,1031,28.0,1032.0261624590726,3085,-46,1,2019-10-06T21:15:07.565004,E4:49:12:58:E8:AF
20.62,1016.13,3,1030,27.5,1031.2637877866166,3085,-51,-2,2019-10-06T21:20:07.965082,E4:49:12:58:E8:AF
20.74,1016.09,3,1032,27.0,1033.2110142657211,3085,-50,-1,2019-10-06T21:25:06.397909,E4:49:12:58:E8:AF
20.83,1016.02,3,1029,26.5,1030.2145407632333,3091,-50,-1,2019-10-06T21:30:06.882267,E4:49:12:58:E8:AF
20.92,1016.03,3,1035,26.5,1036.2562424419937,3097,-51,-1,2019-10-06T21:35:06.319884,E4:49:12:58:E8:AF
20.99,1016.03,3,1032,26.0,1033.164556109045,3091,-49,-2,2019-10-06T21:40:07.921838,E4:49:12:58:E8:AF
21.04,1015.99,3,1030,25.5,1031.1648752745605,3079,-49,0,2019-10-06T21:45:10.284316,E4:49:12:58:E8:AF
21.08,1015.94,3,1038,25.5,1038.975456880479,3091,-45,1,2019-10-06T21:50:06.641982,E4:49:12:58:E8:AF
21.13,1015.98,3,1037,25.0,1038.1575025014267,3091,-49,-1,2019-10-06T21:55:07.063777,E4:49:12:58:E8:AF
21.17,1015.93,3,1030,25.0,1031.2623332595833,3091,-51,-1,2019-10-06T22:00:06.506074,E4:49:12:58:E8:AF
21.2,1015.94,3,1031,24.5,1032.3109996507835,3091,-52,1,2019-10-06T22:05:06.924650,E4:49:12:58:E8:AF
21.24,1015.94,3,1029,24.5,1030.1679474726438,3085,-49,-2,2019-10-06T22:10:06.348431,E4:49:12:58:E8:AF
21.28,1015.99,3,1035,24.5,1035.9855211343447,3079,-45,-4,2019-10-06T22:15:06.800547,E4:49:12:58:E8:AF
21.31,1015.88,3,1035,24.5,1036.1124456351251,3085,-48,0,2019-10-06T22:20:06.343813,E4:49:12:58:E8:AF
21.33,1015.75,3,1029,24.0,1030.2635585130631,3091,-51,1,2019-10-06T22:25:08.917781,E4:49:12:58:E8:AF
21.35,1015.72,3,1032,24.0,1033.3619888499866,3079,-53,-2,2019-10-06T22:30:07.383507,E4:49:12:58:E8:AF
21.37,1015.61,3,1032,24.0,1033.212466049457,3097,-50,2,2019-10-06T22:35:06.965301,E4:49:12:58:E8:AF
21.38,1015.51,3,1033,24.0,1034.209843310341,3079,-50,1,2019-10-06T22:40:06.405985,E4:49:12:58:E8:AF
21.41,1015.36,3,1026,24.0,1027.3168936603738,3085,-52,0,2019-10-06T22:45:06.876364,E4:49:12:58:E8:AF
21.43,1015.25,3,1025,24.0,1026.3181767853475,3091,-52,0,2019-10-06T22:50:06.347628,E4:49:12:58:E8:AF
21.45,1015.31,3,1032,24.0,1033.1669758562746,3085,-49,3,2019-10-06T22:55:06.882997,E4:49:12:58:E8:AF
21.48,1015.34,3,1031,24.0,1032.3124527002471,3091,-52,2,2019-10-06T23:00:06.339382,E4:49:12:58:E8:AF
21.5,1015.31,3,1026,24.0,1027.2195481005995,3079,-50,-2,2019-10-06T23:05:06.877612,E4:49:12:58:E8:AF
21.52,1015.27,3,1031,24.0,1032.3109996507835,3091,-52,1,2019-10-06T23:10:06.295026,E4:49:12:58:E8:AF
21.54,1015.24,3,1038,24.0,1039.0206927679544,3091,-46,-2,2019-10-06T23:15:06.810785,E4:49:12:58:E8:AF
21.56,1015.19,3,1029,24.0,1030.2159967696095,3091,-50,2,2019-10-06T23:20:06.290568,E4:49:12:58:E8:AF
21.58,1015.19,3,1030,24.0,1031.2148175816715,3085,-50,-2,2019-10-06T23:25:08.827097,E4:49:12:58:E8:AF
21.6,1015.18,3,1033,24.0,1034.1165311511077,3079,-48,2,2019-10-06T23:30:06.327410,E4:49:12:58:E8:AF
21.62,1015.14,3,1033,24.0,1034.2586717064546,3079,-51,-1,2019-10-06T23:35:06.774106,E4:49:12:58:E8:AF
21.64,1015.19,3,1032,24.0,1033.212466049457,3097,-50,-2,2019-10-06T23:40:07.161860,E4:49:12:58:E8:AF
21.66,1015.13,3,1032,24.0,1033.3605372763177,3091,-53,1,2019-10-06T23:45:06.665221,E4:49:12:58:E8:AF
21.68,1015.11,3,1030,24.0,1031.3631756078942,3091,-53,1,2019-10-06T23:50:06.997112,E4:49:12:58:E8:AF
21.7,1015.15,3,1028,24.0,1029.2686724077441,3091,-51,3,2019-10-06T23:55:07.463856,E4:49:12:58:E8:AF
