acceleration_x,acceleration_z,acceleration_y,acceleration,battery,data_format,humidity,temperature,pressure,time,device_mac
30,1036,-5,1036.4463324263345,3103,3,31.5,21.81,1009.41,2019-10-04T00:00:06.579071,E4:49:12:58:E8:AF
30,1036,-2,1036.4362016062541,3103,3,31.5,21.8,1009.4,2019-10-04T00:05:07.987130,E4:49:12:58:E8:AF
32,1037,-7,1037.5172287726118,3115,3,31.5,21.79,1009.42,2019-10-04T00:10:06.473536,E4:49:12:58:E8:AF
30,1034,-2,1034.4370449669714,3091,3,31.5,21.79,1009.42,2019-10-04T00:15:06.937842,E4:49:12:58:E8:AF
30,1033,-5,1033.447628087655,3097,3,31.5,21.79,1009.42,2019-10-04T00:20:08.270647,E4:49:12:58:E8:AF
31,1035,-1,1035.4646300091567,3097,3,31.5,21.79,1009.45,2019-10-04T00:25:06.788906,E4:49:12:58:E8:AF
34,1035,-3,1035.5626489981182,3097,3,31.5,21.79,1009.52,2019-10-04T00:30:07.284272,E4:49:12:58:E8:AF
28,1034,-1,1034.3795241592904,3097,3,31.5,21.78,1009.62,2019-10-04T00:35:06.669157,E4:49:12:58:E8:AF
32,1034,-5,1034.5071290232852,3097,3,31.5,21.78,1009.64,2019-10-04T00:40:07.251398,E4:49:12:58:E8:AF
29,1035,-6,1035.4235848192757,3103,3,31.5,21.78,1009.64,2019-10-04T00:45:06.667608,E4:49:12:58:E8:AF
35,1036,-7,1036.614682512263,3097,3,31.5,21.78,1009.65,2019-10-04T00:50:07.044890,E4:49:12:58:E8:AF
37,1035,-1,1035.6616242769644,3115,3,31.5,21.77,1009.67,2019-10-04T00:55:06.363075,E4:49:12:58:E8:AF
28,1032,-2,1032.381712352558,3097,3,31.5,21.77,1009.73,2019-10-04T01:00:09.846190,E4:49:12:58:E8:AF
33,1038,-7,1038.5480248885942,3103,3,31.5,21.77,1009.74,2019-10-04T01:05:07.384063,E4:49:12:58:E8:AF
29,1039,-4,1039.4123339656885,3097,3,31.5,21.76,1009.77,2019-10-04T01:10:06.839414,E4:49:12:58:E8:AF
31,1034,-1,1034.4650791592726,3097,3,31.5,21.76,1009.78,2019-10-04T01:15:06.370524,E4:49:12:58:E8:AF
32,1030,-4,1030.5047307023874,3097,3,31.5,21.76,1009.83,2019-10-04T01:20:06.864894,E4:49:12:58:E8:AF
30,1028,-2,1028.439594725913,3097,3,31.0,21.75,1009.78,2019-10-04T01:25:06.289552,E4:49:12:58:E8:AF
33,1035,-3,1035.5302989290076,3103,3,31.0,21.75,1009.74,2019-10-04T01:30:07.734589,E4:49:12:58:E8:AF
30,1035,-3,1035.4390373170213,3097,3,31.0,21.75,1009.72,2019-10-04T01:35:06.066222,E4:49:12:58:E8:AF
36,1034,-8,1034.6574312302598,3097,3,31.0,21.75,1009.64,2019-10-04T01:40:06.529408,E4:49:12:58:E8:AF
31,1036,-3,1036.468040993064,3097,3,31.0,21.74,1009.64,2019-10-04T01:45:06.889222,E4:49:12:58:E8:AF
32,1035,-6,1035.5119506794695,3097,3,31.0,21.74,1009.63,2019-10-04T01:50:06.455754,E4:49:12:58:E8:AF
30,1029,-2,1029.4391677024923,3103,3,31.0,21.73,1009.7,2019-10-04T01:55:06.847855,E4:49:12:58:E8:AF
30,1034,-3,1034.4394617376117,3103,3,31.0,21.73,1009.8,2019-10-04T02:00:07.292665,E4:49:12:58:E8:AF
32,1037,-1,1037.4940963687457,3097,3,31.0,21.73,1009.9,2019-10-04T02:05:06.839602,E4:49:12:58:E8:AF
30,1032,-5,1032.448061647655,3103,3,31.0,21.73,1009.97,2019-10-04T02:10:06.239323,E4:49:12:58:E8:AF
32,1029,-5,1029.5095919902835,3103,3,31.0,21.72,1009.99,2019-10-04T02:15:06.738798,E4:49:12:58:E8:AF
32,1033,-3,1033.4998790517589,3097,3,31.0,21.72,1010.0,2019-10-04T02:20:07.229796,E4:49:12:58:E8:AF
33,1032,-8,1032.5584729205411,3097,3,31.0,21.72,1010.01,2019-10-04T02:25:06.668197,E4:49:12:58:E8:AF
33,1035,-2,1035.5278847042218,3103,3,31.0,21.72,1010.03,2019-10-04T02:30:07.112282,E4:49:12:58:E8:AF
32,1033,-3,1033.4998790517589,3103,3,31.0,21.72,1009.98,2019-10-04T02:35:06.466203,E4:49:12:58:E8:AF
34,1031,-1,1031.5609531191067,3103,3,31.0,21.71,1010.03,2019-10-04T02:40:06.922549,E4:49:12:58:E8:AF
29,1034,-6,1034.4239943079433,3091,3,31.0,21.71,1010.05,2019-10-04T02:45:06.305603,E4:49:12:58:E8:AF
29,1029,-3,1029.412939495128,3097,3,31.0,21.71,1010.01,2019-10-04T02:50:07.807394,E4:49:12:58:E8:AF
33,1036,0,1036.5254459008713,3103,3,31.0,21.7,1009.95,2019-10-04T02:55:06.213732,E4:49:12:58:E8:AF
31,1031,-5,1031.4780656902017,3097,3,31.0,21.7,1009.84,2019-10-04T03:00:07.743666,E4:49:12:58:E8:AF
29,1037,-6,1037.4227682097594,3103,3,31.0,21.7,1009.83,2019-10-04T03:05:07.203008,E4:49:12:58:E8:AF
31,1035,-4,1035.471873109067,3097,3,31.0,21.7,1009.86,2019-10-04T03:10:08.616027,E4:49:12:58:E8:AF
33,1032,-3,1032.5318397027763,3097,3,31.0,21.7,1009.83,2019-10-04T03:15:06.137655,E4:49:12:58:E8:AF
25,1035,-5,1035.3139620424329,3103,3,31.0,21.69,1009.82,2019-10-04T03:20:06.573689,E4:49:12:58:E8:AF
29,1035,-4,1035.4139268910767,3103,3,30.5,21.69,1009.9,2019-10-04T03:25:07.000293,E4:49:12:58:E8:AF
29,1037,-4,1037.4131288932101,3097,3,30.5,21.69,1009.96,2019-10-04T03:30:06.501978,E4:49:12:58:E8:AF
34,1032,-3,1032.5642837131256,3097,3,30.5,21.69,1010.05,2019-10-04T03:35:06.895338,E4:49:12:58:E8:AF
29,1030,-5,1030.420302595014,3091,3,30.5,21.68,1010.09,2019-10-04T03:40:07.433394,E4:49:12:58:E8:AF
31,1036,-5,1036.4757594849964,3097,3,30.5,21.68,1010.04,2019-10-04T03:45:07.804358,E4:49:12:58:E8:AF
33,1032,-6,1032.5449142773402,3103,3,30.5,21.68,1010.06,2019-10-04T03:50:06.298849,E4:49:12:58:E8:AF
28,1031,-1,1031.3806280903282,3103,3,30.5,21.68,1010.17,2019-10-04T03:55:06.591274,E4:49:12:58:E8:AF
30,1036,-6,1036.4516390068568,3103,3,30.5,21.67,1010.15,2019-10-04T04:00:07.141513,E4:49:12:58:E8:AF
31,1036,-2,1036.4656289525476,3097,3,30.5,21.67,1010.07,2019-10-04T04:05:06.559143,E4:49:12:58:E8:AF
34,1036,0,1036.5577649123081,3103,3,30.5,21.67,1010.23,2019-10-04T04:10:07.038233,E4:49:12:58:E8:AF
37,1031,-6,1031.6811522946418,3103,3,30.5,21.67,1010.28,2019-10-04T04:15:07.469123,E4:49:12:58:E8:AF
36,1034,-7,1034.6501824288246,3103,3,30.5,21.66,1010.3,2019-10-04T04:20:06.988107,E4:49:12:58:E8:AF
28,1033,-4,1033.387149136276,3097,3,30.5,21.66,1010.26,2019-10-04T04:25:09.521628,E4:49:12:58:E8:AF
30,1034,-4,1034.4428452070226,3115,3,30.0,21.66,1010.22,2019-10-04T04:30:06.935515,E4:49:12:58:E8:AF
32,1032,-8,1032.5269972257383,3097,3,30.0,21.66,1010.23,2019-10-04T04:35:06.309261,E4:49:12:58:E8:AF
36,1036,-5,1036.6373522114666,3097,3,30.0,21.66,1010.25,2019-10-04T04:40:06.798414,E4:49:12:58:E8:AF
28,1037,-7,1037.4015615951232,3097,3,30.0,21.66,1010.25,2019-10-04T04:45:06.218291,E4:49:12:58:E8:AF
34,1028,-1,1028.5625892477326,3097,3,30.0,21.65,1010.29,2019-10-04T04:50:06.688142,E4:49:12:58:E8:AF
33,1036,-3,1036.5297873192067,3091,3,30.0,21.65,1010.37,2019-10-04T04:55:07.182443,E4:49:12:58:E8:AF
32,1035,-3,1035.4989135677545,3097,3,30.0,21.65,1010.46,2019-10-04T05:00:06.738445,E4:49:12:58:E8:AF
33,1036,-1,1036.5259282815844,3097,3,30.0,21.65,1010.45,2019-10-04T05:05:06.237184,E4:49:12:58:E8:AF
29,1035,-1,1035.4066833858085,3103,3,30.0,21.65,1010.42,2019-10-04T05:10:06.694380,E4:49:12:58:E8:AF
30,1034,-3,1034.4394617376117,3097,3,30.0,21.64,1010.43,2019-10-04T05:15:06.177567,E4:49:12:58:E8:AF
36,1033,-4,1033.634848483738,3097,3,30.0,21.64,1010.44,2019-10-04T05:20:07.700400,E4:49:12:58:E8:AF
27,1035,-3,1035.3564603555628,3097,3,30.0,21.64,1010.47,2019-10-04T05:25:06.088454,E4:49:12:58:E8:AF
32,1035,-5,1035.5066392833992,3097,3,30.0,21.63,1010.47,2019-10-04T05:30:07.682242,E4:49:12:58:E8:AF
28,1037,-3,1037.3822824783542,3103,3,30.0,21.63,1010.49,2019-10-04T05:35:07.101898,E4:49:12:58:E8:AF
