acceleration_y,acceleration,data_format,acceleration_x,battery,acceleration_z,temperature,pressure,humidity,time,device_mac
-3,1036.6648445857513,3,37,3097,1036,21.9,1009.65,31.5,2019-10-03T21:00:07.402372,E4:49:12:58:E8:AF
-3,1031.5323552850875,3,33,3103,1031,21.9,1009.65,31.5,2019-10-03T21:05:06.875948,E4:49:12:58:E8:AF
-2,1035.5935496129744,3,35,3097,1035,21.9,1009.62,31.5,2019-10-03T21:10:06.291162,E4:49:12:58:E8:AF
-1,1029.49793588914,3,32,3103,1029,21.9,1009.59,31.5,2019-10-03T21:15:06.767657,E4:49:12:58:E8:AF
-2,1035.5278847042218,3,33,3103,1035,21.9,1009.63,31.5,2019-10-03T21:20:08.213176,E4:49:12:58:E8:AF
-7,1034.6501824288246,3,36,3109,1034,21.9,1009.61,31.5,2019-10-03T21:25:06.582935,E4:49:12:58:E8:AF
-5,1032.5395876187993,3,33,3109,1032,21.9,1009.55,31.5,2019-10-03T21:30:07.147847,E4:49:12:58:E8:AF
-4,1033.4727862890247,3,31,3103,1033,21.9,1009.5,31.5,2019-10-03T21:35:08.630356,E4:49:12:58:E8:AF
-4,1033.567124090158,3,34,3103,1033,21.9,1009.41,31.5,2019-10-03T21:40:07.035316,E4:49:12:58:E8:AF
-6,1029.5149343258697,3,32,3103,1029,21.9,1009.48,31.5,2019-10-03T21:45:10.460489,E4:49:12:58:E8:AF
-2,1035.408132090916,3,29,3115,1035,21.89,1009.51,31.5,2019-10-03T21:50:07.797442,E4:49:12:58:E8:AF
-3,1036.468040993064,3,31,3097,1036,21.89,1009.51,31.5,2019-10-03T21:55:07.270380,E4:49:12:58:E8:AF
-4,1035.4424175201632,3,30,3097,1035,21.88,1009.52,31.5,2019-10-03T22:00:06.797993,E4:49:12:58:E8:AF
-1,1034.5269450333326,3,33,3103,1034,21.88,1009.51,31.5,2019-10-03T22:05:06.299887,E4:49:12:58:E8:AF
-5,1032.4194883863827,3,29,3097,1032,21.88,1009.55,31.5,2019-10-03T22:10:06.830113,E4:49:12:58:E8:AF
-4,1031.4737030094368,3,31,3097,1031,21.89,1009.58,31.5,2019-10-03T22:15:07.320774,E4:49:12:58:E8:AF
-3,1035.4989135677545,3,32,3097,1035,21.88,1009.55,31.5,2019-10-03T22:20:08.758212,E4:49:12:58:E8:AF
-6,1035.4520751826228,3,30,3103,1035,21.88,1009.53,31.5,2019-10-03T22:25:07.120441,E4:49:12:58:E8:AF
-3,1035.4390373170213,3,30,3103,1035,21.87,1009.52,31.5,2019-10-03T22:30:07.671303,E4:49:12:58:E8:AF
-3,1038.5610237246533,3,34,3103,1038,21.87,1009.57,31.5,2019-10-03T22:35:08.077137,E4:49:12:58:E8:AF
-4,1032.5676733270318,3,34,3109,1032,21.86,1009.55,31.5,2019-10-03T22:40:06.509415,E4:49:12:58:E8:AF
-3,1036.468040993064,3,31,3103,1036,21.86,1009.59,31.5,2019-10-03T22:45:07.968676,E4:49:12:58:E8:AF
-5,1033.447628087655,3,30,3097,1033,21.86,1009.57,31.5,2019-10-03T22:50:06.409423,E4:49:12:58:E8:AF
-7,1037.5485530807703,3,33,3103,1037,21.86,1009.52,31.5,2019-10-03T22:55:07.740190,E4:49:12:58:E8:AF
-3,1031.357842846022,3,27,3103,1031,21.85,1009.5,31.5,2019-10-03T23:00:07.277478,E4:49:12:58:E8:AF
-5,1038.5051757213346,3,32,3103,1038,21.85,1009.53,31.5,2019-10-03T23:05:06.698783,E4:49:12:58:E8:AF
-9,1036.473347462442,3,30,3097,1036,21.84,1009.54,31.5,2019-10-03T23:10:07.066948,E4:49:12:58:E8:AF
-3,1030.5653788091272,3,34,3103,1030,21.84,1009.54,31.5,2019-10-03T23:15:06.562407,E4:49:12:58:E8:AF
-4,1029.5052209678202,3,32,3097,1029,21.83,1009.52,31.5,2019-10-03T23:20:08.122856,E4:49:12:58:E8:AF
-3,1030.4411676558734,3,30,3097,1030,21.83,1009.55,31.5,2019-10-03T23:25:06.548368,E4:49:12:58:E8:AF
-2,1030.53044593549,3,33,3097,1030,21.82,1009.52,31.5,2019-10-03T23:30:06.939443,E4:49:12:58:E8:AF
-4,1033.503265597163,3,32,3091,1033,21.82,1009.5,31.5,2019-10-03T23:35:06.290585,E4:49:12:58:E8:AF
-8,1034.5897737750938,3,34,3097,1034,21.82,1009.38,31.5,2019-10-03T23:40:06.835889,E4:49:12:58:E8:AF
-6,1032.5134381692085,3,32,3103,1032,21.81,1009.37,31.5,2019-10-03T23:45:06.253121,E4:49:12:58:E8:AF
-2,1029.4687950588886,3,31,3097,1029,21.81,1009.45,31.5,2019-10-03T23:50:06.749751,E4:49:12:58:E8:AF
-4,1031.535748289898,3,33,3103,1031,21.81,1009.45,31.5,2019-10-03T23:55:06.031788,E4:49:12:58:E8:AF
