data_format,temperature,acceleration,acceleration_x,pressure,acceleration_z,acceleration_y,humidity,battery,time,device_mac
3,20.94,1030.4668844751877,31,1020.44,1030,-1,26.5,3091,2019-10-05T20:45:07.020119,E4:49:12:58:E8:AF
3,20.75,1032.5294184670963,33,1020.46,1032,2,26.5,3091,2019-10-05T20:50:07.567993,E4:49:12:58:E8:AF
3,20.54,1038.4127310467645,29,1020.39,1038,-4,26.0,3085,2019-10-05T20:55:07.905858,E4:49:12:58:E8:AF
3,20.38,1036.5929770165337,35,1020.47,1036,-2,26.0,3097,2019-10-05T21:00:06.408742,E4:49:12:58:E8:AF
3,20.22,1031.382082450534,28,1020.45,1031,-2,26.0,3097,2019-10-05T21:05:06.909137,E4:49:12:58:E8:AF
3,20.16,1028.5625892477326,34,1020.43,1028,-1,26.5,3097,2019-10-05T21:10:07.294190,E4:49:12:58:E8:AF
3,20.41,1031.415532169261,29,1020.48,1031,-4,27.0,3097,2019-10-05T21:15:08.738816,E4:49:12:58:E8:AF
3,20.59,1029.499392909,32,1020.51,1029,-2,27.5,3091,2019-10-05T21:20:06.183610,E4:49:12:58:E8:AF
3,20.73,1031.4077758093547,29,1020.57,1031,0,27.5,3091,2019-10-05T21:25:06.591444,E4:49:12:58:E8:AF
3,20.84,1037.3899941680563,28,1020.58,1037,-5,28.0,3097,2019-10-05T21:30:07.071738,E4:49:12:58:E8:AF
3,20.94,1034.3809743029885,28,1020.62,1034,-2,28.0,3091,2019-10-05T21:35:06.438755,E4:49:12:58:E8:AF
3,21.02,1029.3813676184352,28,1020.65,1029,-1,28.0,3091,2019-10-05T21:40:08.861820,E4:49:12:58:E8:AF
3,21.09,1034.3195831076582,25,1020.63,1034,-6,28.5,3091,2019-10-05T21:45:06.379019,E4:49:12:58:E8:AF
3,21.17,1036.3826513407103,28,1020.65,1036,-3,28.5,3091,2019-10-05T21:50:06.785908,E4:49:12:58:E8:AF
3,21.25,1031.5042413873052,32,1020.63,1031,-4,28.5,3091,2019-10-05T21:55:07.202037,E4:49:12:58:E8:AF
3,21.32,1031.3806280903282,28,1020.68,1031,-1,28.5,3097,2019-10-05T22:00:07.670015,E4:49:12:58:E8:AF
3,21.37,1033.4693996437436,31,1020.73,1033,-3,28.5,3091,2019-10-05T22:05:08.023047,E4:49:12:58:E8:AF
3,21.43,1033.4655291784047,31,1020.74,1033,-1,28.5,3091,2019-10-05T22:10:06.451693,E4:49:12:58:E8:AF
3,21.49,813.2287501066352,293,1020.7,496,574,28.5,3091,2019-10-05T22:15:07.028212,E4:49:12:58:E8:AF
3,23.12,1037.7350336188906,-39,1020.71,1037,2,24.5,3091,2019-10-05T22:20:09.532994,E4:49:12:58:E8:AF
3,21.38,1034.7429632522271,-39,1020.76,1034,4,25.0,3097,2019-10-05T22:25:06.943944,E4:49:12:58:E8:AF
3,20.31,1030.740025418631,-39,1020.72,1030,2,25.0,3097,2019-10-05T22:30:08.325976,E4:49:12:58:E8:AF
3,19.57,1026.779917996062,-40,1020.74,1026,1,26.0,3091,2019-10-05T22:35:06.836204,E4:49:12:58:E8:AF
3,19.05,1032.7758711356496,-39,1020.76,1032,9,26.0,3091,2019-10-05T22:40:07.306507,E4:49:12:58:E8:AF
3,18.61,1032.8146009812217,-41,1020.74,1032,1,26.0,3091,2019-10-05T22:45:06.772312,E4:49:12:58:E8:AF
3,18.14,1027.7830510375231,-40,1020.74,1027,3,26.0,3085,2019-10-05T22:50:08.164567,E4:49:12:58:E8:AF
3,17.99,1032.9031900425132,-43,1020.8,1032,4,27.5,3091,2019-10-05T22:55:08.608093,E4:49:12:58:E8:AF
3,18.32,1034.7738883446953,-40,1020.85,1034,-1,28.0,3079,2019-10-05T23:00:09.061573,E4:49:12:58:E8:AF
3,18.61,1028.7900660484627,-40,1020.86,1028,5,28.0,3091,2019-10-05T23:05:06.418263,E4:49:12:58:E8:AF
3,18.89,1032.5720313857043,-34,1020.85,1032,5,28.0,3091,2019-10-05T23:10:07.982597,E4:49:12:58:E8:AF
3,19.13,1031.6016673115646,-35,1020.82,1031,4,27.5,3097,2019-10-05T23:15:06.348047,E4:49:12:58:E8:AF
3,19.33,1030.7783466875892,-40,1020.81,1030,2,27.5,3091,2019-10-05T23:20:06.748841,E4:49:12:58:E8:AF
3,19.51,1030.784167515198,-40,1020.75,1030,4,27.5,3097,2019-10-05T23:25:07.159004,E4:49:12:58:E8:AF
3,19.68,1032.8586544150173,-42,1020.72,1032,3,27.0,3079,2019-10-05T23:30:06.648388,E4:49:12:58:E8:AF
3,19.82,1033.5637377539906,-34,1020.67,1033,3,27.0,3091,2019-10-05T23:35:07.013265,E4:49:12:58:E8:AF
3,19.96,1026.7969614290841,-40,1020.68,1026,6,27.0,3091,2019-10-05T23:40:06.292851,E4:49:12:58:E8:AF
3,20.08,1033.7006336459312,-38,1020.69,1033,2,26.5,3097,2019-10-05T23:45:07.735666,E4:49:12:58:E8:AF
3,20.18,1030.817636636083,-41,1020.66,1030,2,26.5,3091,2019-10-05T23:50:07.191564,E4:49:12:58:E8:AF
3,20.3,1036.7381540196154,-39,1020.68,1036,3,26.5,3091,2019-10-05T23:55:07.520202,E4:49:12:58:E8:AF
